0,1,3
(1153,767,256,-2)
(1147,766,256,-2)
(1141,765,256,-2)
(1135,764,256,-2)
(1129,763,256,-2)
(1123,762,256,-2)
(1117,761,256,-2)
(1111,760,256,-2)
(1105,759,256,-2)
(1099,758,256,-2)
(1093,757,256,-2)
(1087,756,256,-2)
(1081,755,256,-2)
(1075,754,256,-2)
(1069,753,256,-2)
(1063,752,256,-2)
(1057,751,256,-2)
(1051,750,256,-2)
(1045,749,256,-2)
(1039,748,256,-2)
(1033,747,256,-2)
(1027,746,256,-2)
(1021,745,256,-2)
(1015,744,256,-2)
(1009,743,256,-2)
(1003,742,256,-2)
(997,741,256,-2)
(991,740,256,-2)
(985,739,256,-2)
(979,738,256,-2)
(973,737,256,-2)
(967,736,256,-2)
(961,735,256,-2)
(955,734,256,-2)
(949,733,256,-2)
(943,732,256,-2)
(937,730,256,-2)
(931,729,256,-2)
(925,727,256,-2)
(919,725,256,-2)
(913,724,256,-2)
(907,722,256,-2)
(901,721,256,-2)
(895,719,255,-2)
(889,718,255,-2)
(883,716,255,-2)
(877,715,255,-2)
(871,713,254,-2)
(868,712,254,-2)
(862,710,253,-2)
(856,708,252,-2)
(851,706,251,-2)
(845,704,251,-2)
(839,702,250,-2)
(834,700,250,-2)
(828,698,250,-2)
(822,696,250,-2)
(817,694,250,-2)
(811,692,250,-2)
(805,690,250,-2)
(799,688,250,-2)
(794,686,251,-2)
(788,684,251,-2)
(785,683,251,-2)
(779,681,250,-2)
(774,679,250,-2)
(768,677,250,-2)
(762,675,250,-2)
(757,673,250,-2)
(751,671,250,-2)
(745,668,250,-2)
(740,666,250,-2)
(734,664,250,-2)
(728,662,250,-2)
(722,660,250,-2)
(717,658,250,-2)
(711,656,250,-2)
(708,655,250,-2)
(702,653,251,-2)
(697,651,251,-2)
(691,649,251,-2)
(685,647,252,-2)
(680,645,252,-2)
(674,643,251,-2)
(668,641,251,-2)
(662,639,251,-2)
(657,637,251,-2)
(651,635,250,-2)
(645,633,250,-2)
(640,631,249,-2)
(634,629,249,-2)
(633,629,249,-2)
(631,628,248,-2)
(629,627,247,-2)
(627,626,247,-2)
(626,626,247,-2)
(624,625,247,-2)
(622,624,247,-2)
(620,623,247,-2)
(618,622,247,-2)
(616,622,247,-2)
(615,621,246,-2)
(613,620,246,-2)
(611,619,246,-2)
(609,618,246,-2)
(607,618,246,-2)
(605,617,246,-2)
(603,616,246,-2)
(602,615,246,-2)
(600,614,245,-2)
