0,1,3
(-139,694,145,-2)
(-136,689,145,-2)
(-133,684,145,-2)
(-130,679,145,-2)
(-127,674,145,-2)
(-124,669,145,-2)
(-121,664,145,-2)
(-118,659,145,-2)
(-115,654,145,-2)
(-112,649,145,-2)
(-109,644,145,-2)
(-106,639,145,-2)
(-103,634,145,-2)
(-100,629,145,-2)
(-97,624,145,-2)
(-94,619,145,-2)
(-91,614,145,-2)
(-88,609,145,-2)
(-85,604,145,-2)
(-82,599,145,-2)
(-79,594,145,-2)
(-76,589,145,-2)
(-73,584,145,-2)
(-70,579,145,-2)
(-67,574,145,-2)
(-64,569,145,-2)
(-61,564,145,-2)
(-58,559,145,-2)
(-55,554,145,-2)
(-52,549,145,-2)
(-49,544,145,-2)
(-46,539,145,-2)
(-43,534,145,-2)
(-40,529,145,-2)
(-37,524,145,-2)
(-33,519,145,-2)
(-30,514,144,-2)
(-26,509,144,-2)
(-23,504,144,-2)
(-19,499,144,-2)
(-15,494,144,-2)
(-12,489,143,-2)
(-8,484,143,-2)
(-4,479,143,-2)
(0,474,143,-2)
(3,469,143,-2)
(7,464,142,-2)
(11,459,142,-2)
(13,457,142,-2)
(17,452,142,-2)
(20,447,143,-2)
(24,442,143,-2)
(28,437,143,-2)
(32,432,142,-2)
(35,428,142,-2)
(39,423,142,-2)
(43,418,141,-2)
(47,413,140,-2)
(51,409,140,-2)
(55,404,138,-2)
(59,399,137,-2)
(63,395,137,-2)
(65,393,134,-2)
(69,389,133,-2)
(74,385,132,-2)
(78,381,131,-2)
(83,377,131,-2)
(88,373,130,-2)
(92,369,129,-2)
(97,365,128,-2)
(102,362,128,-2)
(106,358,127,-2)
(111,354,126,-2)
(116,351,125,-2)
(121,347,124,-2)
(126,344,124,-2)
(128,343,122,-2)
(131,341,120,-2)
(135,339,120,-2)
(138,337,119,-2)
(142,335,118,-2)
(145,333,118,-2)
(149,331,117,-2)
(152,329,117,-2)
(156,328,116,-2)
(160,326,116,-2)
(163,324,116,-2)
(167,322,115,-2)
(171,321,115,-2)
(174,319,115,-2)
(178,317,115,-2)
(182,316,115,-2)
(185,314,115,-2)
(189,312,115,-2)
(193,311,114,-2)
(196,309,114,-2)
(198,308,114,-2)
(202,306,115,-2)
(205,305,115,-2)
(209,303,115,-2)
(213,301,114,-2)
(217,300,114,-2)
(220,298,114,-2)
(224,296,114,-2)
(228,295,114,-2)
(231,293,114,-2)
(235,291,113,-2)
(239,290,113,-2)
(243,288,113,-2)
(246,287,112,-2)
(250,285,112,-2)
(254,284,112,-2)
(258,282,111,-2)
(262,281,110,-2)
(265,279,110,-2)
(269,278,109,-2)
(273,277,108,-2)
(275,276,105,-2)
(279,275,104,-2)
(283,274,103,-2)
(287,273,102,-2)
(291,272,102,-2)
(295,272,102,-2)
(299,271,101,-2)
(303,270,100,-2)
(307,269,100,-2)
(311,269,100,-2)
(315,268,99,-2)
(319,267,99,-2)
(323,267,99,-2)
(327,266,98,-2)
(331,266,98,-2)
(335,265,97,-2)
(339,265,97,-2)
(343,264,96,-2)
(347,264,96,-2)
(351,263,95,-2)
(355,263,95,-2)
(357,263,95,-2)
(361,263,95,-2)
(365,263,95,-2)
(369,263,95,-2)
(373,262,91,-2)
(377,262,91,-2)
(381,262,91,-2)
(385,262,91,-2)
(389,262,91,-2)
(393,262,91,-2)
(397,262,91,-2)
(401,262,91,-2)
(405,262,91,-2)
(409,262,91,-2)
(413,262,91,-2)
(417,262,91,-2)
(421,262,91,-2)
(425,262,91,-2)
(429,262,91,-2)
(433,262,91,-2)
(437,262,91,-2)
(439,262,91,-2)
(443,262,91,-2)
(447,262,91,-2)
(451,262,91,-2)
(455,262,91,-2)
(459,263,87,-2)
(463,263,87,-2)
(467,263,87,-2)
(471,263,87,-2)
(475,264,86,-2)
(479,264,86,-2)
(483,264,86,-2)
(487,264,86,-2)
(491,265,86,-2)
(495,265,86,-2)
(499,265,86,-2)
(503,265,86,-2)
(507,266,87,-2)
(511,266,87,-2)
(515,266,87,-2)
(517,266,87,-2)
(521,266,87,-2)
(525,266,87,-2)
(529,267,86,-2)
(533,267,86,-2)
(537,267,86,-2)
(541,267,86,-2)
(545,268,86,-2)
(549,268,86,-2)
(553,268,86,-2)
(557,269,86,-2)
(561,269,86,-2)
(565,269,86,-2)
(569,269,86,-2)
(573,270,87,-2)
(577,270,87,-2)
(581,270,87,-2)
(585,270,87,-2)
(589,270,87,-2)
(593,270,87,-2)
(597,270,87,-2)
(601,270,87,-2)
(603,270,87,-2)
(607,270,87,-2)
(611,270,87,-2)
(615,270,87,-2)
(619,270,87,-2)
(623,269,93,-2)
(627,269,93,-2)
(631,269,93,-2)
(635,268,95,-2)
(639,268,95,-2)
(643,268,95,-2)
(647,267,97,-2)
(651,267,97,-2)
(655,266,98,-2)
(659,266,98,-2)
(663,265,99,-2)
(667,264,100,-2)
(671,264,100,-2)
(675,263,102,-2)
(679,262,103,-2)
(683,261,103,-2)
(685,260,106,-2)
(689,259,108,-2)
(693,258,110,-2)
(696,257,111,-2)
(700,255,112,-2)
(704,254,113,-2)
(707,252,114,-2)
(711,250,115,-2)
(715,249,116,-2)
(718,247,116,-2)
(722,245,117,-2)
(725,243,117,-2)
(729,241,118,-2)
(732,239,118,-2)
(736,238,118,-2)
(739,236,119,-2)
(743,234,119,-2)
(746,232,119,-2)
(750,230,119,-2)
(753,228,119,-2)
(757,226,119,-2)
(759,225,120,-2)
(762,223,121,-2)
(766,221,122,-2)
(769,219,123,-2)
(772,217,124,-2)
(776,214,124,-2)
(779,212,124,-2)
(782,210,125,-2)
(786,207,125,-2)
(789,205,125,-2)
(792,203,125,-2)
(795,201,125,-2)
(799,198,124,-2)
(802,196,124,-2)
(805,194,124,-2)
(809,192,123,-2)
(812,189,122,-2)
(816,187,122,-2)
(819,185,121,-2)
(822,183,119,-2)
(826,181,118,-2)
(830,179,116,-2)
(833,178,114,-2)
(835,177,111,-2)
(837,176,111,-2)
(839,176,111,-2)
(841,175,110,-2)
(843,174,110,-2)
(844,174,110,-2)
(846,173,109,-2)
(848,172,109,-2)
(850,172,109,-2)
(852,171,108,-2)
(854,170,107,-2)
(856,170,107,-2)
(858,169,107,-2)
(860,169,107,-2)
(862,168,106,-2)
(864,167,106,-2)
(866,167,106,-2)
(867,166,105,-2)
(869,166,105,-2)
(871,165,104,-2)
(873,165,104,-2)
(875,164,103,-2)
(877,164,103,-2)
(879,164,103,-2)
(881,163,102,-2)
(883,163,102,-2)
(885,162,101,-2)
(887,162,101,-2)
(889,162,101,-2)
(891,161,100,-2)
(893,161,100,-2)
(895,161,100,-2)
(897,160,98,-2)
(899,160,98,-2)
(901,160,98,-2)
(903,160,98,-2)
(905,159,95,-2)
(907,159,95,-2)
(909,159,95,-2)
(911,159,95,-2)
(913,159,95,-2)
(914,159,95,-2)
(916,159,95,-2)
(918,159,95,-2)
(920,159,95,-2)
(922,160,83,-2)
(924,160,83,-2)
(926,160,83,-2)
(928,160,83,-2)
(930,161,79,-2)
(932,161,79,-2)
(934,162,77,-2)
(936,162,77,-2)
(938,163,75,-2)
(940,163,75,-2)
(942,164,74,-2)
(944,164,74,-2)
(946,165,73,-2)
(948,165,73,-2)
(950,166,72,-2)
(951,167,72,-2)
(953,167,72,-2)
(955,168,71,-2)
(957,169,70,-2)
(959,169,70,-2)
(961,170,70,-2)
(963,171,69,-2)
(965,171,69,-2)
(967,172,69,-2)
(969,173,69,-2)
(970,174,68,-2)
(972,174,68,-2)
(974,175,68,-2)
(976,176,68,-2)
(978,177,68,-2)
(980,177,68,-2)
(982,178,68,-2)
(984,179,68,-2)
(985,180,68,-2)
(987,180,68,-2)
(989,181,68,-2)
(991,182,68,-2)
(992,182,68,-2)
(994,183,66,-2)
(996,184,65,-2)
(997,185,64,-2)
(999,186,64,-2)
(1001,187,63,-2)
(1003,188,63,-2)
(1005,189,62,-2)
(1006,189,62,-2)
(1008,190,61,-2)
(1010,191,61,-2)
(1012,192,61,-2)
(1013,193,61,-2)
(1015,194,60,-2)
(1017,195,60,-2)
(1019,196,60,-2)
(1020,197,59,-2)
(1022,198,59,-2)
(1024,199,59,-2)
(1025,200,59,-2)
(1027,201,59,-2)
(1029,203,59,-2)
(1031,204,58,-2)
(1032,205,58,-2)
(1034,206,58,-2)
(1036,207,58,-2)
(1037,208,58,-2)
(1039,209,58,-2)
(1041,210,58,-2)
(1042,211,57,-2)
(1044,212,57,-2)
(1046,213,57,-2)
(1048,214,57,-2)
(1049,215,57,-2)
(1051,216,57,-2)
(1053,218,57,-2)
(1054,219,57,-2)
(1056,220,57,-2)
(1058,221,57,-2)
(1059,222,57,-2)
(1061,223,57,-2)
(1062,224,55,-2)
(1063,225,55,-2)
(1065,226,55,-2)
(1067,227,54,-2)
(1068,228,54,-2)
(1070,229,54,-2)
(1072,231,54,-2)
(1073,232,53,-2)
(1075,233,53,-2)
(1076,234,53,-2)
(1078,235,53,-2)
(1080,237,52,-2)
(1081,238,52,-2)
(1083,239,52,-2)
(1084,240,52,-2)
(1086,242,52,-2)
(1087,243,52,-2)
(1089,244,51,-2)
(1091,245,51,-2)
(1092,247,51,-2)
(1094,248,51,-2)
(1095,249,51,-2)
(1097,250,51,-2)
(1098,252,50,-2)
(1100,253,50,-2)
(1101,254,50,-2)
(1103,255,50,-2)
(1105,257,50,-2)
(1106,258,50,-2)
(1108,259,49,-2)
(1109,261,49,-2)
(1111,262,49,-2)
(1112,263,49,-2)
(1114,265,49,-2)
(1115,266,48,-2)
(1117,267,48,-2)
(1118,269,48,-2)
(1120,270,48,-2)
(1121,271,47,-2)
(1123,273,47,-2)
(1124,274,47,-2)
(1125,275,45,-2)
(1126,276,44,-2)
(1128,278,44,-2)
(1129,279,43,-2)
(1130,280,43,-2)
(1132,282,43,-2)
(1133,283,42,-2)
(1134,285,42,-2)
(1136,286,42,-2)
(1137,288,42,-2)
(1138,289,42,-2)
(1140,291,41,-2)
(1141,292,41,-2)
(1142,294,41,-2)
(1144,295,41,-2)
(1145,297,41,-2)
(1146,298,40,-2)
(1148,300,40,-2)
(1149,302,40,-2)
(1150,303,40,-2)
(1151,305,40,-2)
(1153,306,40,-2)
(1154,308,40,-2)
(1155,309,40,-2)
(1157,311,39,-2)
(1158,312,39,-2)
(1159,314,39,-2)
(1160,315,39,-2)
(1162,317,39,-2)
(1163,319,39,-2)
(1164,320,39,-2)
(1165,322,39,-2)
(1167,323,39,-2)
(1168,325,39,-2)
(1169,326,39,-2)
(1170,328,39,-2)
(1172,329,38,-2)
(1173,331,38,-2)
(1174,333,38,-2)
(1175,334,38,-2)
(1176,335,36,-2)
(1177,337,36,-2)
(1178,338,36,-2)
(1180,340,36,-2)
(1181,341,36,-2)
(1182,343,36,-2)
(1183,345,36,-2)
(1184,346,35,-2)
(1185,348,35,-2)
(1187,350,35,-2)
(1188,351,35,-2)
(1189,353,35,-2)
(1190,355,35,-2)
(1191,356,35,-2)
(1192,358,35,-2)
(1193,360,35,-2)
(1195,361,35,-2)
(1196,363,35,-2)
(1197,364,35,-2)
(1198,366,34,-2)
(1199,368,34,-2)
(1200,369,34,-2)
(1201,371,34,-2)
(1203,373,34,-2)
(1204,374,34,-2)
(1205,376,34,-2)
(1206,378,34,-2)
(1207,379,34,-2)
(1208,381,34,-2)
(1209,383,34,-2)
(1210,384,34,-2)
(1212,386,34,-2)
(1213,388,34,-2)
(1214,389,34,-2)
(1215,391,34,-2)
(1216,393,33,-2)
(1217,394,33,-2)
(1218,396,33,-2)
(1219,398,33,-2)
(1220,399,33,-2)
(1221,401,33,-2)
(1222,402,32,-2)
(1223,404,31,-2)
(1224,405,31,-2)
(1225,407,31,-2)
(1226,409,31,-2)
(1227,411,30,-2)
(1228,412,30,-2)
(1229,414,30,-2)
(1230,416,30,-2)
(1231,418,30,-2)
(1232,419,30,-2)
(1233,421,30,-2)
(1234,423,30,-2)
(1235,425,29,-2)
(1236,426,29,-2)
(1237,428,29,-2)
(1238,430,29,-2)
(1239,432,29,-2)
(1240,433,30,-2)
(1241,435,30,-2)
(1242,437,30,-2)
(1243,439,30,-2)
(1244,440,30,-2)
(1245,442,30,-2)
(1246,444,30,-2)
(1247,446,30,-2)
(1248,447,30,-2)
(1249,449,31,-2)
(1250,451,31,-2)
(1251,453,31,-2)
(1252,454,31,-2)
(1253,456,32,-2)
(1254,458,32,-2)
(1256,459,32,-2)
(1257,461,33,-2)
(1258,463,33,-2)
(1259,465,34,-2)
(1260,466,34,-2)
(1261,468,35,-2)
(1262,470,35,-2)
(1263,471,36,-2)
(1264,472,36,-2)
(1265,474,37,-2)
(1266,475,38,-2)
(1268,477,39,-2)
(1269,478,40,-2)
(1270,480,40,-2)
(1272,481,41,-2)
(1273,483,41,-2)
(1274,484,41,-2)
(1276,486,42,-2)
(1277,487,42,-2)
(1278,489,42,-2)
(1280,490,43,-2)
(1280,492,43,-2)
(1281,493,43,-2)
(1283,495,43,-2)
(1284,496,44,-2)
(1286,498,44,-2)
(1287,499,44,-2)
(1288,501,44,-2)
(1290,502,44,-2)
(1291,504,44,-2)
(1293,505,44,-2)
(1294,507,44,-2)
(1295,508,45,-2)
(1297,509,45,-2)
(1298,511,45,-2)
(1300,512,45,-2)
(1301,514,45,-2)
(1302,515,45,-2)
(1304,517,45,-2)
(1305,518,45,-2)
(1307,519,45,-2)
(1308,521,45,-2)
(1310,522,45,-2)
(1311,524,45,-2)
(1312,525,44,-2)
(1314,527,44,-2)
(1315,528,44,-2)
(1317,530,43,-2)
(1318,531,43,-2)
(1319,531,43,-2)
(1319,532,43,-2)
(1320,533,43,-2)
(1321,534,43,-2)
(1322,535,43,-2)
(1323,536,43,-2)
(1324,537,43,-2)
(1325,538,43,-2)
(1326,539,43,-2)
(1327,540,43,-2)
(1328,541,43,-2)
(1329,542,43,-2)
(1330,543,43,-2)
(1331,544,43,-2)
(1332,545,43,-2)
(1333,546,43,-2)
(1334,547,43,-2)
(1335,548,43,-2)
(1336,549,43,-2)
(1337,550,43,-2)
(1338,551,43,-2)
(1339,552,43,-2)
(1340,553,43,-2)
(1341,554,43,-2)
(1342,555,43,-2)
(1343,556,43,-2)
(1344,557,43,-2)
(1345,558,43,-2)
(1346,559,43,-2)
(1347,560,43,-2)
(1348,561,43,-2)
(1349,562,43,-2)
(1350,563,43,-2)
(1351,564,43,-2)
(1352,565,43,-2)
(1353,566,43,-2)
(1354,567,43,-2)
(1355,568,43,-2)
(1356,569,43,-2)
(1357,570,43,-2)
(1358,571,43,-2)
(1359,572,43,-2)
(1360,573,43,-2)
(1361,574,43,-2)
(1362,575,43,-2)
(1363,576,43,-2)
(1364,577,43,-2)
(1365,578,43,-2)
(1366,579,43,-2)
(1367,580,43,-2)
(1368,581,43,-2)
(1369,582,43,-2)
(1370,583,43,-2)
(1371,584,43,-2)
(1372,585,43,-2)
(1373,586,43,-2)
(1374,587,43,-2)
(1375,588,43,-2)
(1376,589,43,-2)
(1377,590,43,-2)
(1378,591,43,-2)
(1379,592,43,-2)
(1380,593,43,-2)
(1381,594,43,-2)
(1382,595,43,-2)
(1383,596,43,-2)
(1384,597,43,-2)
(1385,598,43,-2)
(1386,599,43,-2)
(1387,600,43,-2)
(1388,601,43,-2)
(1389,602,43,-2)
(1390,603,43,-2)
(1391,604,43,-2)
(1392,605,43,-2)
(1393,606,43,-2)
(1394,607,43,-2)
(1395,608,43,-2)
(1396,609,43,-2)
(1397,610,43,-2)
(1398,611,43,-2)
(1399,612,43,-2)
(1400,613,43,-2)
(1401,614,43,-2)
(1402,615,43,-2)
(1403,616,43,-2)
(1404,617,43,-2)
(1405,618,43,-2)
(1406,619,43,-2)
(1407,620,43,-2)
(1408,621,43,-2)
(1409,622,43,-2)
(1410,623,43,-2)
(1411,624,43,-2)
(1412,625,43,-2)
(1413,626,43,-2)
(1414,627,43,-2)
