0,1,3
(758,965,196,-2)
(756,959,196,-2)
(754,953,196,-2)
(752,947,196,-2)
(750,941,196,-2)
(748,935,196,-2)
(746,929,196,-2)
(744,923,196,-2)
(742,917,196,-2)
(740,911,196,-2)
(738,905,196,-2)
(736,899,196,-2)
(734,893,196,-2)
(732,887,196,-2)
(730,881,196,-2)
(728,875,196,-2)
(726,869,196,-2)
(724,863,196,-2)
(722,857,196,-2)
(720,851,196,-2)
(718,845,196,-2)
(716,839,196,-2)
(714,833,196,-2)
(712,827,196,-2)
(710,821,196,-2)
(708,815,196,-2)
(706,809,196,-2)
(704,803,196,-2)
(702,797,196,-2)
(700,791,196,-2)
(698,785,196,-2)
(696,779,196,-2)
(694,773,196,-2)
(692,767,196,-2)
(690,761,196,-2)
(688,755,196,-2)
(687,749,196,-2)
(685,743,196,-2)
(683,737,196,-2)
(682,731,197,-2)
(680,726,197,-2)
(678,720,197,-2)
(676,714,198,-2)
(674,708,198,-2)
(672,702,198,-2)
(670,696,199,-2)
(668,691,200,-2)
(666,685,201,-2)
(665,682,202,-2)
(663,676,202,-2)
(660,671,203,-2)
(658,665,203,-2)
(656,660,203,-2)
(653,654,204,-2)
(651,648,204,-2)
(648,643,205,-2)
(646,637,205,-2)
(643,632,206,-2)
(640,627,207,-2)
(638,621,208,-2)
(635,616,209,-2)
(632,611,211,-2)
(630,608,210,-2)
(627,603,211,-2)
(624,598,212,-2)
(621,593,213,-2)
(617,588,214,-2)
(614,583,215,-2)
(610,578,216,-2)
(607,573,217,-2)
(603,568,218,-2)
(599,563,219,-2)
(596,558,220,-2)
(592,554,221,-2)
(588,549,223,-2)
(583,545,225,-2)
(579,541,225,-2)
(574,537,231,-2)
(564,529,234,-2)
(553,522,237,-2)
(543,515,238,-2)
(532,508,239,-2)
(521,502,239,-2)
(510,495,239,-2)
(505,492,242,-2)
(494,486,244,-2)
(483,481,245,-2)
(471,476,245,-2)
(460,471,243,-2)
(450,465,239,-2)
(440,457,224,-2)
(437,452,180,-2)
(444,443,126,-2)
(455,436,118,-2)
(466,431,115,-2)
(477,426,114,-2)
(488,421,113,-2)
(499,416,114,-2)
(510,411,114,-2)
(516,408,116,-2)
(527,403,115,-2)
(539,397,114,-2)
(551,392,115,-2)
(562,387,115,-2)
(574,381,117,-2)
(585,375,117,-2)
(591,372,120,-2)
(602,366,120,-2)
(612,359,121,-2)
(623,352,123,-2)
(634,345,126,-2)
(644,338,130,-2)
(653,329,130,-2)
(657,325,137,-2)
(665,315,141,-2)
(673,305,144,-2)
(680,295,147,-2)
(687,285,150,-2)
(692,274,155,-2)
(697,262,155,-2)
(698,260,162,-2)
(699,256,164,-2)
(700,252,165,-2)
(701,248,167,-2)
(702,244,168,-2)
(703,240,169,-2)
(703,236,169,-2)
(704,232,171,-2)
(705,228,172,-2)
(705,224,172,-2)
(706,220,175,-2)
(706,216,175,-2)
(706,212,175,-2)
(706,208,175,-2)
(706,204,175,-2)
(706,200,175,-2)
(706,196,175,-2)
(705,192,191,-2)
(704,188,195,-2)
(703,184,202,-2)
(702,182,205,-2)
(700,178,213,-2)
(698,175,218,-2)
(695,172,223,-2)
(692,169,226,-2)
(689,167,229,-2)
(686,164,231,-2)
(683,161,233,-2)
(680,159,234,-2)
(676,157,235,-2)
(673,154,236,-2)
(670,152,237,-2)
(666,150,238,-2)
(663,148,238,-2)
(659,146,239,-2)
(656,144,239,-2)
(652,142,239,-2)
(649,139,239,-2)
(646,137,239,-2)
(642,135,238,-2)
(639,133,238,-2)
(637,132,237,-2)
(634,130,237,-2)
(630,128,237,-2)
(627,125,237,-2)
(624,123,237,-2)
(620,121,237,-2)
(617,119,238,-2)
(613,117,238,-2)
(610,115,239,-2)
(606,113,239,-2)
(603,111,240,-2)
(599,109,241,-2)
(596,107,242,-2)
(592,105,243,-2)
(589,103,244,-2)
(585,101,246,-2)
(581,100,248,-2)
(578,98,250,-2)
(574,97,253,-2)
(570,96,256,-2)
(566,95,256,-2)
(563,95,256,-2)
(557,94,270,-2)
(551,95,273,-2)
(545,95,273,-2)
(539,96,277,-2)
(533,96,277,-2)
(527,97,279,-2)
(521,98,280,-2)
(515,99,281,-2)
(509,101,281,-2)
(503,102,281,-2)
(497,103,281,-2)
(491,104,280,-2)
(485,105,280,-2)
(482,106,281,-2)
(476,107,282,-2)
(470,108,284,-2)
(464,110,285,-2)
(459,111,286,-2)
(453,113,286,-2)
(447,114,287,-2)
(441,116,287,-2)
(436,118,287,-2)
(430,120,288,-2)
(424,122,288,-2)
(418,123,288,-2)
(413,125,288,-2)
(407,127,287,-2)
(404,128,289,-2)
(398,130,290,-2)
(393,132,291,-2)
(387,134,292,-2)
(382,137,292,-2)
(376,139,293,-2)
(370,141,293,-2)
(365,144,293,-2)
