0,1,3
(357,-149,63,-2)
(362,-146,63,-2)
(367,-143,63,-2)
(372,-140,63,-2)
(377,-137,63,-2)
(382,-134,63,-2)
(387,-131,63,-2)
(392,-128,63,-2)
(397,-125,63,-2)
(402,-122,63,-2)
(407,-119,63,-2)
(412,-116,63,-2)
(417,-113,63,-2)
(422,-110,63,-2)
(427,-107,63,-2)
(432,-104,63,-2)
(437,-101,63,-2)
(442,-98,63,-2)
(447,-95,63,-2)
(452,-92,63,-2)
(457,-89,63,-2)
(462,-86,63,-2)
(467,-83,63,-2)
(472,-80,63,-2)
(477,-77,63,-2)
(482,-74,63,-2)
(487,-71,63,-2)
(492,-68,63,-2)
(497,-65,63,-2)
(502,-62,63,-2)
(507,-59,63,-2)
(512,-56,63,-2)
(517,-53,63,-2)
(522,-50,63,-2)
(527,-47,63,-2)
(533,-44,63,-2)
(538,-41,63,-2)
(544,-38,62,-2)
(549,-36,62,-2)
(554,-33,62,-2)
(560,-30,62,-2)
(565,-27,62,-2)
(571,-24,62,-2)
(576,-21,62,-2)
(582,-18,61,-2)
(587,-15,61,-2)
(593,-12,61,-2)
(598,-9,61,-2)
(601,-7,60,-2)
(606,-4,59,-2)
(611,-1,58,-2)
(617,1,58,-2)
(622,5,57,-2)
(627,8,57,-2)
(632,11,57,-2)
(637,15,57,-2)
(642,18,57,-2)
(648,21,57,-2)
(653,25,57,-2)
(658,28,58,-2)
(663,31,59,-2)
(666,33,60,-2)
(671,36,60,-2)
(676,39,60,-2)
(682,42,60,-2)
(687,45,59,-2)
(692,48,59,-2)
(697,51,59,-2)
(702,54,59,-2)
(707,57,59,-2)
(713,60,59,-2)
(718,63,60,-2)
(723,66,60,-2)
(728,69,60,-2)
(733,73,60,-2)
(736,74,60,-2)
(741,77,61,-2)
(747,80,61,-2)
(752,83,61,-2)
(758,86,61,-2)
(763,89,61,-2)
(768,92,61,-2)
(774,95,61,-2)
(779,98,61,-2)
(784,101,61,-2)
(790,104,61,-2)
(795,107,61,-2)
(801,110,61,-2)
(806,113,61,-2)
(807,113,61,-2)
(809,114,61,-2)
(810,115,61,-2)
