0,1,3
(-161,-153,60,-2)
(-152,-148,60,-2)
(-143,-143,60,-2)
(-134,-138,60,-2)
(-125,-133,60,-2)
(-116,-128,60,-2)
(-107,-123,60,-2)
(-98,-118,60,-2)
(-89,-113,60,-2)
(-80,-108,60,-2)
(-71,-103,60,-2)
(-62,-98,60,-2)
(-53,-93,60,-2)
(-44,-88,60,-2)
(-35,-83,60,-2)
(-26,-78,60,-2)
(-17,-73,60,-2)
(-8,-68,60,-2)
(1,-63,60,-2)
(10,-58,60,-2)
(19,-53,60,-2)
(28,-48,60,-2)
(37,-43,60,-2)
(46,-38,60,-2)
(55,-33,60,-2)
(63,-27,60,-2)
(72,-22,60,-2)
(81,-17,60,-2)
(90,-12,60,-2)
(99,-7,60,-2)
(104,-4,60,-2)
(113,0,59,-2)
(122,5,59,-2)
(131,11,59,-2)
(140,16,59,-2)
(149,22,59,-2)
(158,27,60,-2)
(167,32,61,-2)
(172,35,61,-2)
(181,40,61,-2)
(190,45,61,-2)
(200,50,61,-2)
(209,55,62,-2)
(218,60,62,-2)
(227,65,63,-2)
(237,70,64,-2)
(246,74,64,-2)
(250,76,63,-2)
(259,81,64,-2)
(268,85,64,-2)
(277,90,65,-2)
(287,94,66,-2)
(296,98,67,-2)
(305,102,69,-2)
(314,105,71,-2)
(324,108,71,-2)
(329,109,78,-2)
(339,111,81,-2)
(349,112,83,-2)
(359,113,85,-2)
(369,114,86,-2)
(379,115,87,-2)
(389,115,87,-2)
(399,116,88,-2)
(404,116,88,-2)
(412,116,88,-2)
(420,116,88,-2)
(429,117,89,-2)
(437,117,89,-2)
(445,117,89,-2)
(453,117,89,-2)
(461,117,89,-2)
(470,117,89,-2)
(478,117,89,-2)
(486,117,89,-2)
(490,117,89,-2)
(498,117,89,-2)
(506,117,89,-2)
(515,117,89,-2)
(523,117,89,-2)
(531,117,89,-2)
(539,117,89,-2)
(547,117,89,-2)
(556,117,89,-2)
(564,117,89,-2)
(572,117,89,-2)
(576,117,89,-2)
(584,117,89,-2)
(592,117,89,-2)
(601,117,89,-2)
(609,117,89,-2)
(617,117,89,-2)
(625,117,89,-2)
(633,117,89,-2)
(642,117,89,-2)
(650,117,89,-2)
(658,117,89,-2)
(662,117,89,-2)
(670,117,89,-2)
(678,117,89,-2)
(686,117,89,-2)
(694,118,88,-2)
(703,118,88,-2)
(711,118,88,-2)
(719,119,86,-2)
(727,119,86,-2)
(735,120,84,-2)
(743,121,83,-2)
(751,122,83,-2)
(755,123,80,-2)
(763,124,78,-2)
(771,126,77,-2)
(779,128,76,-2)
(787,130,75,-2)
(795,132,74,-2)
(803,135,73,-2)
(811,137,72,-2)
(819,140,71,-2)
(827,143,71,-2)
(831,144,71,-2)
(833,145,71,-2)
(835,145,71,-2)
(837,146,71,-2)
(839,147,71,-2)
(841,147,71,-2)
(842,148,71,-2)
(844,149,71,-2)
(846,149,71,-2)
(848,150,71,-2)
(850,151,71,-2)
(852,151,71,-2)
(854,152,70,-2)
(856,153,70,-2)
(858,153,70,-2)
(860,154,70,-2)
(861,155,69,-2)
(863,155,69,-2)
(865,156,69,-2)
(867,157,68,-2)
(869,158,68,-2)
(871,158,68,-2)
(873,159,67,-2)
(875,160,67,-2)
(876,161,66,-2)
(878,162,66,-2)
(880,162,66,-2)
(882,163,65,-2)
(884,164,64,-2)
(886,165,64,-2)
(887,166,63,-2)
(889,167,62,-2)
(891,168,61,-2)
(893,169,60,-2)
(894,170,59,-2)
(896,171,58,-2)
(898,172,57,-2)
(900,173,56,-2)
(901,174,54,-2)
(903,175,53,-2)
(904,177,51,-2)
(906,178,51,-2)
(907,179,49,-2)
(908,180,47,-2)
(910,181,46,-2)
(911,183,44,-2)
(913,184,43,-2)
(914,186,41,-2)
(915,187,40,-2)
(916,189,39,-2)
(918,190,38,-2)
(919,192,37,-2)
(920,194,36,-2)
(921,195,35,-2)
(922,197,34,-2)
(924,199,34,-2)
(925,200,33,-2)
(926,202,32,-2)
(927,204,32,-2)
(928,205,31,-2)
(929,207,31,-2)
(930,209,30,-2)
(931,211,30,-2)
(932,212,29,-2)
(933,214,29,-2)
(934,216,28,-2)
(935,218,28,-2)
(936,220,27,-2)
(937,221,27,-2)
(938,223,26,-2)
(938,225,26,-2)
(939,227,26,-2)
(940,229,25,-2)
(941,230,25,-2)
(942,232,25,-2)
(943,234,24,-2)
(944,236,24,-2)
(944,238,24,-2)
(945,240,23,-2)
(946,242,23,-2)
(947,243,22,-2)
(948,245,22,-2)
(948,247,22,-2)
(949,249,22,-2)
(949,250,22,-2)
(950,252,21,-2)
(951,254,20,-2)
(951,256,20,-2)
(952,258,20,-2)
(953,259,19,-2)
(954,261,19,-2)
(954,263,19,-2)
(955,265,18,-2)
(955,267,18,-2)
(956,269,18,-2)
(957,271,18,-2)
(957,273,18,-2)
(958,275,17,-2)
(958,277,17,-2)
(959,279,16,-2)
(960,281,16,-2)
(960,282,16,-2)
(961,284,15,-2)
(961,286,15,-2)
(962,288,15,-2)
(962,290,15,-2)
(963,292,14,-2)
(963,294,14,-2)
(964,296,13,-2)
(964,298,13,-2)
(965,300,13,-2)
(965,302,13,-2)
(965,304,13,-2)
(966,306,11,-2)
(966,308,11,-2)
(967,310,10,-2)
(967,312,10,-2)
(967,314,10,-2)
(968,316,8,-2)
(968,318,8,-2)
(968,320,8,-2)
(968,322,8,-2)
(969,324,5,-2)
(969,326,5,-2)
(969,328,5,-2)
(969,330,5,-2)
(969,332,5,-2)
(969,333,5,-2)
(969,335,5,-2)
(969,337,5,-2)
(969,339,5,-2)
(969,341,5,-2)
(969,343,5,-2)
(968,345,355,-2)
(968,347,355,-2)
(968,349,355,-2)
(968,351,355,-2)
(967,353,352,-2)
(967,355,352,-2)
(967,357,352,-2)
(967,359,352,-2)
(966,361,350,-2)
(966,363,350,-2)
(965,365,348,-2)
(965,367,348,-2)
(965,369,348,-2)
(964,371,346,-2)
(964,373,346,-2)
(963,375,345,-2)
(963,377,345,-2)
(962,378,344,-2)
(961,380,343,-2)
(961,382,343,-2)
(960,384,341,-2)
(960,386,341,-2)
(959,388,339,-2)
(958,390,339,-2)
(957,392,338,-2)
(957,394,338,-2)
(956,395,335,-2)
(955,397,334,-2)
(954,399,333,-2)
(953,401,331,-2)
(952,403,330,-2)
(951,404,328,-2)
(950,406,326,-2)
(949,408,324,-2)
(948,409,322,-2)
(947,410,323,-2)
(946,412,320,-2)
(944,413,317,-2)
(943,415,315,-2)
(942,416,313,-2)
(940,417,311,-2)
(938,419,310,-2)
(937,420,308,-2)
(935,421,307,-2)
(934,422,306,-2)
(932,423,305,-2)
(930,425,304,-2)
(929,426,303,-2)
(927,427,302,-2)
(925,428,301,-2)
(923,429,300,-2)
(922,430,300,-2)
(920,431,299,-2)
(918,432,298,-2)
(916,433,298,-2)
(915,434,297,-2)
(913,435,296,-2)
(911,436,296,-2)
(909,436,296,-2)
(907,437,295,-2)
(905,438,294,-2)
(904,439,294,-2)
(902,440,293,-2)
(900,440,293,-2)
(898,441,292,-2)
(896,442,292,-2)
(894,443,291,-2)
(892,443,291,-2)
(890,444,290,-2)
(889,445,289,-2)
(887,445,289,-2)
(885,446,288,-2)
(883,447,288,-2)
(881,447,288,-2)
(879,448,286,-2)
(877,448,286,-2)
(875,449,286,-2)
(872,450,285,-2)
(866,451,282,-2)
(860,452,279,-2)
(854,453,277,-2)
(848,454,275,-2)
(842,454,275,-2)
(836,455,273,-2)
(830,455,273,-2)
(824,455,273,-2)
(818,455,273,-2)
(812,455,273,-2)
(806,455,273,-2)
(800,455,273,-2)
(794,455,273,-2)
(791,455,273,-2)
(785,455,273,-2)
(779,455,273,-2)
(773,455,273,-2)
(767,455,273,-2)
(761,455,273,-2)
(755,455,273,-2)
(749,454,268,-2)
(743,454,268,-2)
(737,454,268,-2)
(731,454,268,-2)
(725,453,265,-2)
(719,453,265,-2)
(713,452,265,-2)
(710,452,265,-2)
(704,451,261,-2)
(698,450,260,-2)
(692,449,260,-2)
(686,448,259,-2)
(680,446,259,-2)
(674,445,258,-2)
(668,444,258,-2)
(662,443,258,-2)
(657,441,257,-2)
(651,440,257,-2)
(645,439,257,-2)
(639,437,256,-2)
(633,436,256,-2)
(630,435,258,-2)
(624,434,257,-2)
(618,432,257,-2)
(612,431,256,-2)
(606,430,256,-2)
(601,428,255,-2)
(595,426,255,-2)
(589,425,255,-2)
(583,423,255,-2)
(577,422,254,-2)
(571,420,254,-2)
(566,418,254,-2)
(560,417,253,-2)
(554,415,253,-2)
(551,414,253,-2)
(545,412,252,-2)
(539,410,251,-2)
(534,408,250,-2)
(528,406,250,-2)
(522,404,250,-2)
(517,402,249,-2)
(511,400,249,-2)
(505,398,249,-2)
(500,395,249,-2)
(494,393,249,-2)
(488,391,250,-2)
(483,389,250,-2)
(477,387,250,-2)
(474,386,252,-2)
(472,385,252,-2)
(470,385,252,-2)
(468,384,252,-2)
(466,383,252,-2)
(464,383,252,-2)
(462,382,251,-2)
(461,382,251,-2)
(459,381,251,-2)
(457,380,251,-2)
(455,380,251,-2)
(453,379,251,-2)
(451,378,251,-2)
(449,378,251,-2)
(447,377,251,-2)
(445,376,251,-2)
(443,376,251,-2)
(441,375,251,-2)
(439,374,251,-2)
(438,374,251,-2)
(436,373,251,-2)
(434,372,251,-2)
(432,372,251,-2)
(430,371,251,-2)
(428,370,252,-2)
(426,370,252,-2)
(424,369,252,-2)
(422,369,252,-2)
(420,368,252,-2)
(418,367,252,-2)
(416,367,252,-2)
(414,366,253,-2)
(413,365,253,-2)
(411,365,253,-2)
(409,364,253,-2)
(407,364,253,-2)
(405,363,254,-2)
(403,363,254,-2)
(401,362,255,-2)
(399,362,255,-2)
(397,361,255,-2)
(396,361,255,-2)
(394,360,256,-2)
(392,360,256,-2)
(390,359,256,-2)
(388,359,256,-2)
(386,358,256,-2)
(384,358,256,-2)
(382,357,257,-2)
(380,357,257,-2)
(378,356,257,-2)
(376,356,257,-2)
(375,356,257,-2)
(373,355,257,-2)
(371,355,257,-2)
(369,354,258,-2)
(367,354,258,-2)
(365,353,258,-2)
(363,353,258,-2)
(361,353,258,-2)
(359,352,259,-2)
(357,352,259,-2)
(355,351,259,-2)
(353,351,259,-2)
(351,351,259,-2)
(349,350,260,-2)
(347,350,260,-2)
(345,350,260,-2)
(343,349,260,-2)
(341,349,260,-2)
(339,349,260,-2)
(337,348,261,-2)
(335,348,261,-2)
(333,348,261,-2)
(331,347,262,-2)
(329,347,262,-2)
(327,347,262,-2)
(325,347,262,-2)
(323,346,264,-2)
(321,346,264,-2)
(319,346,264,-2)
(318,346,264,-2)
(316,346,264,-2)
(314,346,264,-2)
(312,345,265,-2)
(310,345,265,-2)
(308,345,265,-2)
(306,345,265,-2)
(304,345,265,-2)
(302,345,265,-2)
(300,344,265,-2)
(298,344,265,-2)
(296,344,265,-2)
(294,344,265,-2)
(292,344,265,-2)
(290,344,265,-2)
(288,344,265,-2)
(286,343,266,-2)
(284,343,266,-2)
(282,343,266,-2)
(280,343,266,-2)
(278,343,266,-2)
(276,343,266,-2)
(274,343,266,-2)
(272,343,266,-2)
(270,343,266,-2)
(268,343,266,-2)
(266,343,266,-2)
(264,343,266,-2)
(262,343,266,-2)
(260,343,266,-2)
(258,343,266,-2)
(256,343,266,-2)
(254,343,266,-2)
(252,343,266,-2)
(250,343,266,-2)
(248,343,266,-2)
(246,343,266,-2)
(244,344,277,-2)
(242,344,277,-2)
(240,344,277,-2)
(238,345,281,-2)
(236,345,281,-2)
(235,345,281,-2)
(233,346,284,-2)
(231,346,284,-2)
(229,347,286,-2)
(227,347,286,-2)
(225,348,287,-2)
(223,349,288,-2)
(222,349,288,-2)
(220,350,289,-2)
(218,350,289,-2)
(216,351,291,-2)
(214,352,291,-2)
(212,353,292,-2)
(210,353,292,-2)
(208,354,293,-2)
(207,355,293,-2)
(205,356,294,-2)
(203,357,295,-2)
(201,357,295,-2)
(199,358,296,-2)
(198,359,296,-2)
(196,360,297,-2)
(194,361,298,-2)
(192,362,298,-2)
(190,363,299,-2)
(189,364,300,-2)
(187,365,301,-2)
(185,366,301,-2)
(184,367,302,-2)
(182,368,303,-2)
(180,369,304,-2)
(179,370,305,-2)
(177,371,306,-2)
(175,373,307,-2)
(174,374,308,-2)
(172,375,310,-2)
(171,376,311,-2)
(169,378,313,-2)
(168,379,314,-2)
(166,381,316,-2)
(165,382,316,-2)
(164,383,320,-2)
(163,384,322,-2)
(162,386,325,-2)
(161,388,327,-2)
(160,389,328,-2)
(159,391,330,-2)
(158,393,331,-2)
(157,395,333,-2)
(156,396,334,-2)
(155,398,335,-2)
(154,400,336,-2)
(153,402,337,-2)
(153,404,337,-2)
(152,405,338,-2)
(151,407,339,-2)
(150,409,339,-2)
(150,411,339,-2)
(149,413,341,-2)
(148,415,341,-2)
(148,417,341,-2)
(147,419,342,-2)
(146,421,342,-2)
(146,422,342,-2)
(145,424,343,-2)
(145,426,343,-2)
(144,428,343,-2)
(143,430,344,-2)
(143,432,344,-2)
(142,434,344,-2)
(142,436,344,-2)
(141,438,344,-2)
(141,440,344,-2)
(140,442,344,-2)
(140,444,344,-2)
(139,446,345,-2)
(139,447,345,-2)
(138,449,344,-2)
(138,451,344,-2)
(137,453,344,-2)
(136,455,344,-2)
(136,457,344,-2)
(135,459,343,-2)
(135,460,343,-2)
(134,462,344,-2)
(134,464,344,-2)
(133,466,344,-2)
(133,468,344,-2)
(132,470,345,-2)
(132,472,345,-2)
(131,474,345,-2)
(131,475,345,-2)
(130,477,346,-2)
(130,479,346,-2)
(129,481,346,-2)
(129,483,346,-2)
(128,485,347,-2)
(128,487,347,-2)
(127,489,347,-2)
(127,491,347,-2)
(126,493,347,-2)
(126,495,347,-2)
(126,497,347,-2)
(125,499,347,-2)
(125,501,347,-2)
(124,503,347,-2)
(124,505,347,-2)
(123,507,347,-2)
(123,509,347,-2)
(122,511,347,-2)
(122,513,347,-2)
(122,515,347,-2)
(121,517,347,-2)
(121,518,347,-2)
(120,520,347,-2)
(120,522,347,-2)
(119,524,347,-2)
(119,526,347,-2)
(118,528,347,-2)
(118,530,347,-2)
(117,532,346,-2)
(117,534,346,-2)
(117,536,346,-2)
(116,538,346,-2)
(116,539,346,-2)
(115,541,347,-2)
(115,543,347,-2)
(114,545,346,-2)
(114,547,346,-2)
(113,549,346,-2)
(113,551,346,-2)
(112,553,345,-2)
(112,555,345,-2)
(111,557,345,-2)
(111,558,345,-2)
(110,560,344,-2)
(110,562,344,-2)
(109,564,344,-2)
(109,566,344,-2)
(108,568,344,-2)
(108,570,344,-2)
(107,572,344,-2)
(106,574,344,-2)
(106,576,344,-2)
(105,578,344,-2)
(105,580,344,-2)
(104,582,344,-2)
(104,584,344,-2)
(103,586,345,-2)
(103,588,345,-2)
(102,589,345,-2)
(102,591,345,-2)
(101,593,346,-2)
(101,595,346,-2)
(100,597,346,-2)
(100,599,346,-2)
(99,601,347,-2)
(99,603,347,-2)
(98,605,348,-2)
(98,607,348,-2)
(97,609,349,-2)
(97,611,349,-2)
(97,613,349,-2)
(96,615,351,-2)
(96,617,351,-2)
(96,618,351,-2)
(96,620,351,-2)
(96,622,351,-2)
(95,624,355,-2)
(95,626,355,-2)
(95,628,355,-2)
(95,630,355,-2)
(95,632,355,-2)
(95,634,355,-2)
(95,636,355,-2)
(94,638,357,-2)
(94,640,357,-2)
(94,642,357,-2)
(94,644,357,-2)
(94,646,357,-2)
(94,648,357,-2)
(94,650,357,-2)
(94,652,357,-2)
(94,654,357,-2)
(94,656,357,-2)
(94,658,357,-2)
(94,660,357,-2)
(94,662,357,-2)
(94,664,357,-2)
(94,666,357,-2)
(94,668,357,-2)
(94,670,357,-2)
(94,672,357,-2)
(94,674,357,-2)
(94,676,357,-2)
(94,678,357,-2)
(94,680,357,-2)
(94,682,357,-2)
(94,684,357,-2)
(94,686,357,-2)
(94,688,357,-2)
(94,690,357,-2)
(94,692,357,-2)
(94,694,357,-2)
(94,696,357,-2)
(94,698,357,-2)
(94,698,357,-2)
(94,700,357,-2)
(94,702,357,-2)
(94,704,357,-2)
(94,706,357,-2)
(94,708,357,-2)
(94,710,357,-2)
(94,712,357,-2)
(94,714,357,-2)
(94,716,357,-2)
(94,718,357,-2)
(94,720,357,-2)
(94,722,357,-2)
(94,724,357,-2)
(94,726,357,-2)
(94,728,357,-2)
(94,730,357,-2)
(94,732,357,-2)
(94,734,357,-2)
(94,736,357,-2)
(94,738,357,-2)
(94,740,357,-2)
(94,742,357,-2)
(94,744,357,-2)
(94,746,357,-2)
(94,748,357,-2)
(94,750,357,-2)
(94,752,357,-2)
(94,754,357,-2)
(94,756,357,-2)
(94,758,357,-2)
(94,760,357,-2)
(94,762,357,-2)
(94,764,357,-2)
(94,766,357,-2)
(94,768,357,-2)
(94,770,357,-2)
(94,772,357,-2)
(94,774,357,-2)
(94,776,357,-2)
(94,778,357,-2)
(94,780,357,-2)
(94,782,357,-2)
(94,784,357,-2)
(94,786,357,-2)
(94,788,357,-2)
(94,790,357,-2)
(94,792,357,-2)
(94,794,357,-2)
(94,796,357,-2)
(94,798,357,-2)
(94,800,357,-2)
(94,802,357,-2)
(94,804,357,-2)
(94,806,357,-2)
(94,808,357,-2)
(94,810,357,-2)
(94,812,357,-2)
(94,814,357,-2)
(94,816,357,-2)
(94,818,357,-2)
(94,820,357,-2)
(94,822,357,-2)
(94,824,357,-2)
(94,826,357,-2)
(94,828,357,-2)
(94,830,357,-2)
(94,832,357,-2)
(94,834,357,-2)
(94,836,357,-2)
(94,838,357,-2)
(94,840,357,-2)
(94,842,357,-2)
(94,844,357,-2)
(94,846,357,-2)
(94,848,357,-2)
(94,850,357,-2)
(94,852,357,-2)
(94,854,357,-2)
(94,856,357,-2)
(94,858,357,-2)
(94,860,357,-2)
(94,862,357,-2)
(94,864,357,-2)
(94,866,357,-2)
(94,868,357,-2)
(94,870,357,-2)
(94,872,357,-2)
(94,874,357,-2)
(94,876,357,-2)
(94,878,357,-2)
(94,880,357,-2)
(94,882,357,-2)
(94,884,357,-2)
(94,886,357,-2)
(94,888,357,-2)
(94,890,357,-2)
(94,892,357,-2)
(94,894,357,-2)
(94,896,357,-2)
(94,898,357,-2)
(94,900,357,-2)
