0,1,3
(1320,-175,326,-2)
(1316,-168,326,-2)
(1312,-161,326,-2)
(1308,-154,326,-2)
(1304,-147,326,-2)
(1300,-140,326,-2)
(1296,-133,326,-2)
(1292,-126,326,-2)
(1288,-119,326,-2)
(1284,-112,326,-2)
(1280,-105,326,-2)
(1276,-98,326,-2)
(1272,-91,326,-2)
(1268,-84,326,-2)
(1264,-77,326,-2)
(1260,-70,326,-2)
(1256,-63,326,-2)
(1252,-56,326,-2)
(1248,-49,326,-2)
(1244,-42,326,-2)
(1240,-35,326,-2)
(1236,-28,326,-2)
(1232,-21,326,-2)
(1228,-14,326,-2)
(1224,-7,326,-2)
(1220,0,326,-2)
(1216,7,326,-2)
(1212,14,326,-2)
(1207,20,326,-2)
(1203,27,325,-2)
(1198,33,325,-2)
(1193,40,324,-2)
(1189,46,323,-2)
(1184,53,322,-2)
(1179,59,321,-2)
(1173,65,319,-2)
(1168,71,319,-2)
(1165,74,315,-2)
(1159,80,313,-2)
(1153,85,311,-2)
(1146,91,310,-2)
(1140,96,309,-2)
(1133,102,308,-2)
(1127,107,307,-2)
(1120,112,307,-2)
(1113,117,306,-2)
(1106,122,305,-2)
(1103,124,307,-2)
(1097,129,306,-2)
(1090,133,305,-2)
(1083,138,304,-2)
(1077,142,303,-2)
(1070,147,303,-2)
(1063,151,302,-2)
(1056,155,301,-2)
(1050,159,300,-2)
(1043,163,299,-2)
(1036,167,298,-2)
(1032,169,298,-2)
(1025,173,297,-2)
(1018,176,297,-2)
(1010,180,296,-2)
(1003,184,296,-2)
(996,187,295,-2)
(988,190,294,-2)
(981,194,294,-2)
(974,197,293,-2)
(966,200,292,-2)
(958,203,291,-2)
(951,206,289,-2)
(947,207,288,-2)
(943,208,285,-2)
(939,209,282,-2)
(935,210,280,-2)
(931,211,279,-2)
(927,211,279,-2)
(923,212,277,-2)
(919,212,277,-2)
(915,213,276,-2)
(911,213,276,-2)
(907,213,276,-2)
(903,214,277,-2)
(899,214,277,-2)
(894,215,278,-2)
(890,216,280,-2)
(886,216,280,-2)
(882,217,284,-2)
(879,218,288,-2)
(875,220,292,-2)
(871,221,299,-2)
(868,224,308,-2)
(866,225,313,-2)
(863,228,322,-2)
(861,231,328,-2)
(859,235,333,-2)
(857,238,336,-2)
(856,242,339,-2)
(854,246,342,-2)
(853,250,344,-2)
(852,254,345,-2)
(851,257,347,-2)
(850,261,348,-2)
(850,265,348,-2)
(849,269,350,-2)
(848,273,351,-2)
(847,277,351,-2)
(847,281,351,-2)
(846,285,352,-2)
(846,289,352,-2)
(845,293,353,-2)
(845,297,353,-2)
(844,301,353,-2)
(844,303,353,-2)
(844,307,353,-2)
(844,311,353,-2)
(844,315,353,-2)
(844,319,353,-2)
(844,323,353,-2)
(844,327,353,-2)
(845,332,6,-2)
(845,336,6,-2)
(846,340,6,-2)
(846,344,6,-2)
(846,348,6,-2)
(847,352,4,-2)
(847,356,4,-2)
(847,360,4,-2)
(847,364,4,-2)
(847,368,4,-2)
(846,372,352,-2)
(846,376,352,-2)
(845,380,340,-2)
(843,384,340,-2)
(842,386,326,-2)
(840,389,319,-2)
(837,392,313,-2)
(834,394,309,-2)
(831,397,306,-2)
(827,399,303,-2)
(824,401,301,-2)
(820,403,299,-2)
(817,405,297,-2)
(813,407,296,-2)
(810,409,294,-2)
(806,410,293,-2)
(802,412,292,-2)
(799,413,291,-2)
(795,415,290,-2)
(791,416,289,-2)
(787,417,289,-2)
(784,419,288,-2)
(780,420,287,-2)
(776,421,286,-2)
(772,422,286,-2)
(770,423,284,-2)
(766,423,284,-2)
(762,424,281,-2)
(758,425,279,-2)
(754,426,278,-2)
(750,426,278,-2)
(746,426,278,-2)
(742,427,275,-2)
(738,427,275,-2)
(734,427,275,-2)
(730,428,273,-2)
(726,428,273,-2)
(722,428,273,-2)
(718,428,273,-2)
(714,428,273,-2)
(710,428,273,-2)
(706,428,273,-2)
(702,428,273,-2)
(698,427,267,-2)
(694,427,267,-2)
(692,427,267,-2)
(688,427,267,-2)
(684,426,262,-2)
(680,426,262,-2)
(676,425,260,-2)
(672,424,259,-2)
(668,423,258,-2)
(664,422,257,-2)
(660,422,257,-2)
(657,421,256,-2)
(653,420,255,-2)
(649,418,254,-2)
(645,417,254,-2)
(641,416,253,-2)
(637,415,252,-2)
(633,414,251,-2)
(630,412,251,-2)
(626,411,250,-2)
