0,1,3
(594,956,180,-2)
(594,950,180,-2)
(594,944,180,-2)
(594,938,180,-2)
(594,932,180,-2)
(594,926,180,-2)
(594,920,180,-2)
(594,914,180,-2)
(594,908,180,-2)
(594,902,180,-2)
(594,896,180,-2)
(594,890,180,-2)
(594,884,180,-2)
(594,878,180,-2)
(594,872,180,-2)
(594,866,180,-2)
(594,860,180,-2)
(594,854,180,-2)
(594,848,180,-2)
(594,842,180,-2)
(594,836,180,-2)
(594,830,180,-2)
(594,824,180,-2)
(594,818,180,-2)
(594,812,180,-2)
(594,806,180,-2)
(594,800,180,-2)
(594,794,180,-2)
(594,788,180,-2)
(594,782,180,-2)
(594,776,180,-2)
(594,770,180,-2)
(594,764,180,-2)
(594,758,180,-2)
(594,752,180,-2)
(594,746,180,-2)
(594,740,180,-2)
(593,734,183,-2)
(593,728,183,-2)
(593,722,183,-2)
(592,716,182,-2)
(592,710,182,-2)
(592,704,182,-2)
(592,698,182,-2)
(592,692,182,-2)
(592,686,182,-2)
(592,680,182,-2)
(593,674,175,-2)
(593,671,175,-2)
(594,665,170,-2)
(595,659,168,-2)
(596,653,167,-2)
(598,647,165,-2)
(599,642,164,-2)
(601,636,163,-2)
(603,630,162,-2)
(605,625,161,-2)
(607,619,160,-2)
(609,613,159,-2)
(611,608,159,-2)
(613,602,158,-2)
(616,596,157,-2)
(618,591,157,-2)
(618,590,157,-2)
(619,588,152,-2)
(620,587,152,-2)
(621,585,151,-2)
(622,583,151,-2)
(623,581,150,-2)
(624,580,150,-2)
(625,578,149,-2)
(626,576,149,-2)
(627,574,148,-2)
(628,573,148,-2)
(629,571,148,-2)
(631,569,147,-2)
(632,568,147,-2)
(633,566,147,-2)
(634,564,146,-2)
(635,563,146,-2)
(636,561,146,-2)
(637,559,145,-2)
(638,558,145,-2)
(640,556,145,-2)
(641,554,144,-2)
(642,553,144,-2)
(643,551,144,-2)
(644,549,144,-2)
(645,548,143,-2)
(647,546,143,-2)
(648,545,143,-2)
(649,543,142,-2)
(650,541,142,-2)
(652,540,142,-2)
(653,538,141,-2)
(654,537,141,-2)
(655,535,141,-2)
(657,534,140,-2)
(658,532,140,-2)
(659,530,139,-2)
(661,529,139,-2)
(662,527,138,-2)
(663,526,138,-2)
(665,524,137,-2)
(666,523,137,-2)
(667,522,136,-2)
(668,521,135,-2)
(670,519,135,-2)
(671,518,134,-2)
(672,517,133,-2)
(674,515,133,-2)
(675,514,132,-2)
(677,513,131,-2)
(678,511,131,-2)
(680,510,130,-2)
(681,509,130,-2)
(683,507,130,-2)
(685,506,129,-2)
(686,505,129,-2)
(688,504,128,-2)
(689,502,128,-2)
(691,501,128,-2)
(692,500,127,-2)
(694,499,127,-2)
(696,498,126,-2)
(697,496,126,-2)
(699,495,126,-2)
(700,494,125,-2)
(702,493,125,-2)
(704,492,125,-2)
(705,491,125,-2)
(707,489,124,-2)
(709,488,124,-2)
(710,487,124,-2)
(712,486,123,-2)
(714,485,123,-2)
(715,484,123,-2)
(717,483,122,-2)
(719,482,122,-2)
(721,481,122,-2)
(722,480,121,-2)
(724,479,121,-2)
(726,478,121,-2)
(727,477,120,-2)
(729,475,120,-2)
(730,475,120,-2)
(732,474,119,-2)
(733,473,118,-2)
(735,472,118,-2)
(737,471,117,-2)
(739,470,117,-2)
(741,469,116,-2)
(742,469,116,-2)
(744,468,115,-2)
(746,467,115,-2)
(748,466,114,-2)
(750,465,114,-2)
(752,464,114,-2)
(753,464,114,-2)
(755,463,113,-2)
(757,462,113,-2)
(759,461,112,-2)
(761,460,112,-2)
(763,460,112,-2)
(764,459,112,-2)
(766,458,111,-2)
(768,458,111,-2)
(770,457,111,-2)
(772,456,111,-2)
(774,455,110,-2)
(776,455,110,-2)
(778,454,110,-2)
(779,453,109,-2)
(781,453,109,-2)
(783,452,109,-2)
(785,451,109,-2)
(787,451,109,-2)
(789,450,108,-2)
(791,450,108,-2)
(793,449,107,-2)
(795,448,107,-2)
(797,448,107,-2)
(798,447,107,-2)
(800,447,107,-2)
(802,446,106,-2)
(804,446,106,-2)
(806,445,105,-2)
(808,444,105,-2)
(810,444,105,-2)
(811,444,105,-2)
(813,443,103,-2)
(815,443,103,-2)
(817,442,102,-2)
(819,442,102,-2)
(821,442,102,-2)
(823,441,100,-2)
(825,441,100,-2)
(827,441,100,-2)
(829,440,99,-2)
(831,440,99,-2)
(833,440,99,-2)
(835,439,99,-2)
(837,439,99,-2)
(839,439,99,-2)
(841,438,98,-2)
(843,438,98,-2)
(845,438,98,-2)
(847,438,98,-2)
(849,437,98,-2)
(851,437,98,-2)
(852,437,98,-2)
(854,436,98,-2)
(856,436,98,-2)
(858,436,98,-2)
(860,436,98,-2)
(862,435,98,-2)
(864,435,98,-2)
(866,435,98,-2)
(868,434,99,-2)
(870,434,99,-2)
(872,434,99,-2)
(874,433,100,-2)
(876,433,100,-2)
(878,433,100,-2)
(880,432,101,-2)
(882,432,101,-2)
(884,432,101,-2)
(886,431,103,-2)
(888,431,103,-2)
(890,430,104,-2)
(891,430,104,-2)
(893,429,105,-2)
(895,429,105,-2)
(897,428,105,-2)
(899,428,105,-2)
(901,427,106,-2)
(903,427,106,-2)
(905,426,106,-2)
(906,426,106,-2)
(908,425,107,-2)
(910,425,107,-2)
(912,424,107,-2)
(914,423,107,-2)
(916,423,107,-2)
(918,422,108,-2)
(920,422,108,-2)
(922,421,109,-2)
(924,420,109,-2)
(926,420,109,-2)
(927,419,110,-2)
(929,418,110,-2)
(931,418,110,-2)
(933,417,111,-2)
(935,416,111,-2)
(937,415,112,-2)
(939,415,112,-2)
(941,414,113,-2)
(942,413,114,-2)
(944,412,114,-2)
(946,411,115,-2)
(948,411,115,-2)
(950,410,116,-2)
(951,409,117,-2)
(953,408,118,-2)
(955,407,119,-2)
(957,406,120,-2)
(958,405,121,-2)
(960,404,122,-2)
(962,403,123,-2)
(964,402,124,-2)
(965,401,126,-2)
(966,400,124,-2)
(968,399,126,-2)
(969,398,127,-2)
(971,396,128,-2)
(972,395,129,-2)
(974,394,130,-2)
(976,393,130,-2)
(977,391,131,-2)
(979,390,132,-2)
(980,389,133,-2)
(982,387,133,-2)
(983,386,134,-2)
(984,384,135,-2)
(986,383,135,-2)
(987,382,136,-2)
(989,380,137,-2)
(990,379,137,-2)
(991,377,138,-2)
(993,376,138,-2)
(994,374,139,-2)
(995,373,140,-2)
(997,371,140,-2)
(998,370,141,-2)
(999,368,142,-2)
(1000,366,142,-2)
(1002,365,143,-2)
(1003,363,144,-2)
(1004,362,144,-2)
(1005,360,145,-2)
(1006,358,146,-2)
(1007,357,147,-2)
(1009,355,148,-2)
(1010,353,149,-2)
(1011,351,149,-2)
(1012,350,150,-2)
(1013,348,152,-2)
(1014,346,153,-2)
(1014,344,153,-2)
(1015,343,155,-2)
(1016,341,157,-2)
(1017,339,158,-2)
(1018,337,160,-2)
(1018,336,160,-2)
(1019,334,160,-2)
(1019,332,160,-2)
(1020,330,163,-2)
(1021,328,164,-2)
(1021,326,164,-2)
(1022,324,166,-2)
(1022,322,166,-2)
(1022,320,166,-2)
(1023,319,169,-2)
(1023,317,169,-2)
(1024,315,171,-2)
(1024,313,171,-2)
(1024,311,171,-2)
(1024,309,171,-2)
(1025,307,173,-2)
(1025,305,173,-2)
(1025,302,173,-2)
(1025,300,173,-2)
(1026,298,175,-2)
(1026,296,175,-2)
(1026,294,175,-2)
(1026,292,175,-2)
(1026,290,175,-2)
(1026,288,175,-2)
(1026,286,175,-2)
(1026,284,175,-2)
(1026,282,175,-2)
(1026,280,175,-2)
(1026,278,175,-2)
(1027,276,180,-2)
(1027,274,180,-2)
(1027,272,180,-2)
(1026,270,181,-2)
(1026,268,181,-2)
(1026,266,181,-2)
(1026,264,181,-2)
(1026,262,181,-2)
(1026,260,181,-2)
(1026,258,181,-2)
(1026,256,181,-2)
(1026,254,181,-2)
(1026,252,181,-2)
(1025,250,185,-2)
(1025,248,185,-2)
(1025,246,185,-2)
(1025,245,185,-2)
(1025,243,185,-2)
(1024,241,187,-2)
(1024,239,187,-2)
(1024,237,187,-2)
(1024,235,187,-2)
(1023,233,191,-2)
(1023,231,191,-2)
(1022,229,193,-2)
(1022,227,193,-2)
(1021,225,194,-2)
(1021,223,194,-2)
(1020,221,195,-2)
(1020,219,195,-2)
(1019,218,196,-2)
(1019,216,196,-2)
(1018,214,197,-2)
(1017,212,198,-2)
(1017,210,198,-2)
(1016,208,199,-2)
(1016,206,199,-2)
(1015,204,200,-2)
(1014,202,200,-2)
(1014,200,200,-2)
(1013,199,201,-2)
(1012,197,201,-2)
(1011,195,201,-2)
(1011,193,201,-2)
(1010,191,202,-2)
(1009,189,202,-2)
(1008,187,202,-2)
