0,1,3
(-284,39,46,-2)
(-280,43,46,-2)
(-276,47,46,-2)
(-272,51,46,-2)
(-268,55,46,-2)
(-264,59,46,-2)
(-260,63,46,-2)
(-256,67,46,-2)
(-252,71,46,-2)
(-248,75,46,-2)
(-244,79,46,-2)
(-240,83,46,-2)
(-236,87,46,-2)
(-232,91,46,-2)
(-228,95,46,-2)
(-224,99,46,-2)
(-220,103,46,-2)
(-216,107,46,-2)
(-212,111,46,-2)
(-208,115,46,-2)
(-204,119,46,-2)
(-200,123,46,-2)
(-196,127,46,-2)
(-192,131,46,-2)
(-188,135,46,-2)
(-184,139,46,-2)
(-180,143,46,-2)
(-176,147,46,-2)
(-172,151,46,-2)
(-168,155,46,-2)
(-164,159,46,-2)
(-160,163,46,-2)
(-156,167,46,-2)
(-152,171,46,-2)
(-148,175,46,-2)
(-144,179,46,-2)
(-139,184,46,-2)
(-135,188,47,-2)
(-131,192,47,-2)
(-126,196,47,-2)
(-122,200,46,-2)
(-118,204,46,-2)
(-113,208,45,-2)
(-109,213,45,-2)
(-105,217,44,-2)
(-101,221,43,-2)
(-97,226,41,-2)
(-93,231,38,-2)
(-91,233,36,-2)
(-86,240,33,-2)
(-82,246,31,-2)
(-78,253,30,-2)
(-74,260,29,-2)
(-70,268,28,-2)
(-66,275,28,-2)
(-63,282,28,-2)
(-59,289,28,-2)
(-55,296,29,-2)
(-51,303,29,-2)
(-49,306,30,-2)
(-45,313,32,-2)
(-41,320,32,-2)
(-36,327,33,-2)
(-32,334,33,-2)
(-27,340,33,-2)
(-23,347,33,-2)
(-19,354,33,-2)
(-14,361,32,-2)
(-10,368,32,-2)
(-8,371,30,-2)
(-6,374,30,-2)
(-4,378,30,-2)
(-2,381,30,-2)
(0,385,30,-2)
(1,388,30,-2)
(3,392,30,-2)
(5,395,30,-2)
(7,399,30,-2)
(9,402,30,-2)
(11,406,30,-2)
(13,409,30,-2)
(15,413,31,-2)
(17,416,31,-2)
(19,420,31,-2)
(21,423,31,-2)
(23,427,31,-2)
(25,430,32,-2)
(28,434,32,-2)
(30,437,32,-2)
(32,440,33,-2)
(33,442,33,-2)
(35,445,34,-2)
(38,449,34,-2)
(40,452,35,-2)
(42,455,35,-2)
(44,459,36,-2)
(47,462,36,-2)
(49,465,36,-2)
(52,469,37,-2)
(54,472,37,-2)
(57,475,38,-2)
(59,478,38,-2)
(62,482,39,-2)
(64,485,39,-2)
(67,488,40,-2)
(69,491,40,-2)
(72,494,41,-2)
(75,497,42,-2)
(77,500,43,-2)
(80,503,44,-2)
(83,506,44,-2)
(84,507,47,-2)
(87,510,47,-2)
(90,513,48,-2)
(93,516,48,-2)
(96,518,48,-2)
(99,521,49,-2)
(103,524,49,-2)
(106,526,50,-2)
(109,529,50,-2)
(112,531,51,-2)
(115,534,52,-2)
(118,536,52,-2)
(121,539,53,-2)
(125,541,54,-2)
(128,544,55,-2)
(131,546,56,-2)
(135,548,58,-2)
(138,550,59,-2)
(142,552,61,-2)
(145,554,63,-2)
(147,555,65,-2)
(151,557,66,-2)
(154,558,68,-2)
(158,560,70,-2)
(162,561,71,-2)
(166,562,72,-2)
(170,564,73,-2)
(174,565,74,-2)
(178,566,75,-2)
(182,567,76,-2)
(186,568,77,-2)
(190,569,77,-2)
(194,570,78,-2)
(198,571,79,-2)
(202,571,79,-2)
(206,572,81,-2)
(210,572,81,-2)
(214,573,83,-2)
(218,573,83,-2)
(222,574,86,-2)
(226,574,86,-2)
(228,574,86,-2)
(232,574,86,-2)
(236,574,86,-2)
(240,574,86,-2)
(244,574,86,-2)
(248,574,86,-2)
(252,573,94,-2)
(256,573,94,-2)
(260,573,94,-2)
(264,572,96,-2)
(268,572,96,-2)
(272,571,98,-2)
(276,571,98,-2)
(280,570,99,-2)
(284,569,100,-2)
(288,569,100,-2)
(292,568,102,-2)
(296,567,103,-2)
(300,566,104,-2)
(304,565,105,-2)
(308,564,105,-2)
(310,563,107,-2)
(314,562,108,-2)
(318,561,109,-2)
(321,559,110,-2)
(325,558,111,-2)
(329,557,112,-2)
(333,555,112,-2)
(336,554,113,-2)
(340,552,114,-2)
(344,550,115,-2)
(347,549,116,-2)
(351,547,117,-2)
(355,545,118,-2)
(358,543,119,-2)
(362,541,120,-2)
(365,539,121,-2)
(369,537,123,-2)
(372,535,124,-2)
(375,532,126,-2)
(378,530,129,-2)
(382,527,132,-2)
(383,526,132,-2)
(386,523,135,-2)
(389,520,138,-2)
(391,517,141,-2)
(394,514,143,-2)
(396,511,145,-2)
(398,507,147,-2)
(401,504,148,-2)
(403,500,149,-2)
(405,497,151,-2)
(407,493,152,-2)
(409,490,152,-2)
(410,486,153,-2)
(412,483,154,-2)
(414,479,154,-2)
(416,475,155,-2)
(417,472,155,-2)
(419,468,155,-2)
(421,464,156,-2)
(422,461,156,-2)
(424,457,156,-2)
(425,455,156,-2)
(427,451,155,-2)
(428,448,155,-2)
(430,444,156,-2)
(432,440,156,-2)
(433,436,156,-2)
(435,433,157,-2)
(437,429,157,-2)
(438,425,158,-2)
(440,421,158,-2)
(441,418,159,-2)
(443,414,160,-2)
(444,410,161,-2)
(445,406,162,-2)
(447,402,164,-2)
(448,398,165,-2)
(449,394,167,-2)
(449,390,167,-2)
(450,386,171,-2)
(451,382,174,-2)
(451,378,174,-2)
(451,374,174,-2)
(451,366,174,-2)
(450,357,186,-2)
(449,349,188,-2)
(448,341,189,-2)
(447,333,191,-2)
(445,325,192,-2)
(443,317,193,-2)
(441,309,195,-2)
(439,301,196,-2)
(438,297,197,-2)
(435,289,200,-2)
(432,281,202,-2)
(429,274,203,-2)
(426,266,205,-2)
(422,259,206,-2)
(419,251,207,-2)
(415,244,207,-2)
(411,237,208,-2)
(407,229,209,-2)
(403,222,209,-2)
(401,219,212,-2)
(397,212,213,-2)
(392,205,214,-2)
(388,198,215,-2)
(383,192,216,-2)
(378,185,217,-2)
(373,179,218,-2)
(368,173,220,-2)
(363,167,221,-2)
(358,161,224,-2)
(355,158,225,-2)
(349,152,227,-2)
(343,147,228,-2)
(337,141,230,-2)
(331,136,231,-2)
(324,131,232,-2)
(318,126,234,-2)
(311,122,236,-2)
(304,117,238,-2)
(297,113,240,-2)
(290,109,240,-2)
(286,107,245,-2)
(279,104,246,-2)
(271,101,247,-2)
(264,98,248,-2)
(256,95,250,-2)
(249,92,252,-2)
(241,90,254,-2)
(233,88,257,-2)
(225,86,261,-2)
(217,85,266,-2)
(213,85,266,-2)
(205,85,266,-2)
(196,86,277,-2)
(188,87,280,-2)
(180,89,282,-2)
(172,91,285,-2)
(164,93,288,-2)
(156,96,291,-2)
(148,99,296,-2)
(141,104,304,-2)
(135,109,304,-2)
(133,112,330,-2)
(129,120,340,-2)
(127,127,347,-2)
(126,135,351,-2)
(125,143,354,-2)
(124,152,357,-2)
(124,160,357,-2)
(124,168,357,-2)
(124,176,357,-2)
(125,184,6,-2)
(126,192,6,-2)
(127,196,14,-2)
(129,204,20,-2)
(132,211,25,-2)
(136,219,28,-2)
(140,226,31,-2)
(144,232,33,-2)
(149,239,35,-2)
(154,246,36,-2)
(159,252,37,-2)
(163,259,38,-2)
(166,262,38,-2)
(171,268,40,-2)
(176,274,42,-2)
(182,280,43,-2)
(187,286,44,-2)
(193,292,45,-2)
(199,298,46,-2)
(205,303,47,-2)
(211,309,48,-2)
(217,314,49,-2)
(223,319,51,-2)
(226,322,52,-2)
(233,327,54,-2)
(239,332,56,-2)
(246,336,57,-2)
(253,341,58,-2)
(260,345,59,-2)
(267,349,60,-2)
(274,353,60,-2)
(282,357,61,-2)
(289,361,62,-2)
(296,365,62,-2)
(298,366,61,-2)
(301,368,61,-2)
(305,370,62,-2)
(308,372,62,-2)
(312,374,62,-2)
(316,376,63,-2)
(319,377,63,-2)
(323,379,63,-2)
(326,381,64,-2)
(330,383,64,-2)
(334,385,65,-2)
(337,386,65,-2)
(341,388,65,-2)
(345,390,66,-2)
(348,391,66,-2)
(352,393,66,-2)
(356,395,67,-2)
(360,396,67,-2)
(363,398,68,-2)
(367,399,68,-2)
(369,400,67,-2)
(373,402,67,-2)
(377,403,67,-2)
(380,405,68,-2)
(384,406,68,-2)
(388,408,68,-2)
(392,409,68,-2)
(395,411,68,-2)
(399,412,68,-2)
(403,414,68,-2)
(407,415,69,-2)
(411,417,69,-2)
(414,418,69,-2)
(418,420,70,-2)
(422,421,70,-2)
(426,422,70,-2)
(430,424,71,-2)
(433,425,71,-2)
(437,426,72,-2)
(441,428,73,-2)
(445,429,74,-2)
(449,430,75,-2)
(453,431,75,-2)
(454,431,75,-2)
(456,432,78,-2)
(458,432,78,-2)
(460,432,78,-2)
(462,433,79,-2)
(464,433,79,-2)
(466,434,80,-2)
(468,434,80,-2)
(470,434,80,-2)
(472,435,82,-2)
(474,435,82,-2)
(476,435,82,-2)
(478,435,82,-2)
(480,436,83,-2)
(482,436,83,-2)
(484,436,83,-2)
(486,436,83,-2)
(488,436,83,-2)
(490,437,84,-2)
(492,437,84,-2)
(494,437,84,-2)
(496,437,84,-2)
(498,437,84,-2)
(500,438,85,-2)
(502,438,85,-2)
(504,438,85,-2)
(506,438,85,-2)
(508,438,85,-2)
(510,439,85,-2)
(512,439,85,-2)
(514,439,85,-2)
(516,439,85,-2)
(518,439,85,-2)
(520,439,85,-2)
(522,440,85,-2)
(524,440,85,-2)
(526,440,85,-2)
(528,440,85,-2)
(530,440,85,-2)
(532,441,83,-2)
(534,441,83,-2)
(535,441,83,-2)
(537,441,83,-2)
(539,442,82,-2)
(541,442,82,-2)
(543,442,82,-2)
(545,442,82,-2)
(547,443,82,-2)
(549,443,82,-2)
(551,443,82,-2)
(553,444,81,-2)
(555,444,81,-2)
(557,444,81,-2)
(559,444,81,-2)
(561,445,81,-2)
(563,445,81,-2)
(565,445,81,-2)
(567,446,81,-2)
(569,446,81,-2)
(571,446,81,-2)
(573,447,81,-2)
(575,447,81,-2)
(577,447,81,-2)
(579,447,81,-2)
(581,448,82,-2)
(583,448,82,-2)
(585,448,82,-2)
(587,449,82,-2)
(589,449,82,-2)
(591,449,82,-2)
(593,449,82,-2)
(595,450,82,-2)
(597,450,82,-2)
(599,450,82,-2)
(601,451,83,-2)
(603,451,83,-2)
(605,451,83,-2)
(607,451,83,-2)
(609,451,83,-2)
(611,452,84,-2)
(613,452,84,-2)
(615,452,84,-2)
(616,452,84,-2)
(618,452,84,-2)
(620,452,84,-2)
(622,453,85,-2)
(624,453,85,-2)
(626,453,85,-2)
(628,453,85,-2)
(630,453,85,-2)
(632,453,85,-2)
(634,454,85,-2)
(636,454,85,-2)
(638,454,85,-2)
(640,454,85,-2)
(642,454,85,-2)
(644,454,85,-2)
(646,455,86,-2)
(648,455,86,-2)
(650,455,86,-2)
(652,455,86,-2)
(654,455,86,-2)
(656,455,86,-2)
(658,455,86,-2)
(660,456,86,-2)
(662,456,86,-2)
(664,456,86,-2)
(666,456,86,-2)
(668,456,86,-2)
(670,456,86,-2)
(672,456,86,-2)
(674,456,86,-2)
(676,456,86,-2)
(678,457,87,-2)
(680,457,87,-2)
(682,457,87,-2)
(684,457,87,-2)
(686,457,87,-2)
(688,457,87,-2)
(690,457,87,-2)
(692,457,87,-2)
(694,457,87,-2)
(696,457,87,-2)
(697,457,87,-2)
(699,457,87,-2)
(701,457,87,-2)
(703,457,87,-2)
(705,457,87,-2)
(707,457,87,-2)
(709,457,87,-2)
(711,457,87,-2)
(713,457,87,-2)
(715,457,87,-2)
(717,456,93,-2)
(719,456,93,-2)
(721,456,93,-2)
(723,456,93,-2)
(725,456,93,-2)
(727,456,93,-2)
(729,456,93,-2)
(731,456,93,-2)
(733,456,93,-2)
(735,455,94,-2)
(737,455,94,-2)
(739,455,94,-2)
(741,455,94,-2)
(743,455,94,-2)
(745,455,94,-2)
(747,454,94,-2)
(749,454,94,-2)
(751,454,94,-2)
(753,454,94,-2)
(755,454,94,-2)
(757,454,94,-2)
(759,454,94,-2)
(761,453,95,-2)
(763,453,95,-2)
(765,453,95,-2)
(767,453,95,-2)
(769,453,95,-2)
(771,453,95,-2)
(773,452,95,-2)
(775,452,95,-2)
(777,452,95,-2)
(780,452,95,-2)
(786,452,95,-2)
(792,451,94,-2)
(798,451,94,-2)
(804,450,95,-2)
(810,450,95,-2)
(816,449,96,-2)
(822,448,97,-2)
(828,448,97,-2)
(834,447,99,-2)
(840,446,100,-2)
(846,445,101,-2)
(852,443,103,-2)
(858,442,103,-2)
(861,441,104,-2)
(867,440,106,-2)
(873,438,108,-2)
(879,436,109,-2)
(885,434,110,-2)
(890,432,111,-2)
(896,429,112,-2)
(902,427,112,-2)
(907,425,113,-2)
(913,422,113,-2)
(919,420,113,-2)
(924,418,113,-2)
(930,415,113,-2)
(933,414,112,-2)
(939,412,113,-2)
(944,409,114,-2)
(950,407,114,-2)
(955,404,115,-2)
(961,402,115,-2)
(966,399,116,-2)
(972,396,116,-2)
(977,394,116,-2)
(983,391,117,-2)
(988,388,117,-2)
(994,385,118,-2)
