0
(1,0,160,20000,240,-111)
(1,0,160,20000,241,-95)
(1,0,160,20000,240,-81)
(1,0,160,20000,242,-66)
(1,0,160,20000,241,-52)
(1,0,160,20000,241,-37)
(1,0,160,20000,239,-21)
(1,0,140,20000,200,-6)
(1,0,140,20000,202,12)
(1,0,140,20000,200,27)
(1,0,140,20000,200,44)
(1,0,140,20000,198,59)
(1,0,140,20000,199,75)
(1,0,140,20000,199,91)
(1,0,160,20000,210,-57)
(1,0,160,20000,266,-60)
(1,0,140,20000,159,47)
(1,0,140,20000,174,31)
(1,0,140,20000,183,8)
(1,0,160,20000,262,-13)
(1,0,140,20000,226,4)
(1,0,160,20000,240,-111)
(1,0,160,20000,241,-95)
(1,0,160,20000,240,-81)
(1,0,160,20000,242,-66)
(1,0,160,20000,241,-52)
(1,0,160,20000,241,-37)
(1,0,160,20000,239,-21)
(1,0,140,20000,200,-6)
(1,0,140,20000,202,12)
(1,0,140,20000,200,27)
(1,0,140,20000,200,44)
(1,0,140,20000,198,59)
(1,0,140,20000,199,75)
(1,0,140,20000,199,91)
(1,0,160,20000,210,-57)
(1,0,160,20000,266,-60)
(1,0,140,20000,159,47)
(1,0,140,20000,174,31)
(1,0,140,20000,183,8)
(1,0,160,20000,262,-13)
(1,0,140,20000,226,4)
(1,0,160,20000,240,-111)
(1,0,160,20000,241,-95)
(1,0,160,20000,240,-81)
(1,0,160,20000,242,-66)
(1,0,160,20000,241,-52)
(1,0,160,20000,241,-37)
(1,0,160,20000,239,-21)
(1,0,140,20000,200,-6)
(1,0,140,20000,202,12)
(1,0,140,20000,200,27)
(1,0,140,20000,200,44)
(1,0,140,20000,198,59)
(1,0,140,20000,199,75)
(1,0,140,20000,199,91)
(1,0,160,20000,210,-57)
(1,0,160,20000,266,-60)
(1,0,140,20000,159,47)
(1,0,140,20000,174,31)
(1,0,140,20000,183,8)
(1,0,160,20000,262,-13)
(1,0,140,20000,226,4)
