0
(0,1,1,20000,0,280)
(0,1,1,20000,0,-280)
(0,1,1,20000,280,0)
(0,1,1,20000,168,224)
(0,1,1,20000,224,168)
(0,1,1,20000,84,252)
(0,1,1,20000,252,100)
(0,1,1,20000,270,50)
(0,1,1,20000,-168,224)
(0,1,1,20000,-224,168)
(0,1,1,20000,-84,252)
(0,1,1,20000,-252,100)
(0,1,1,20000,-270,50)
(0,1,1,20000,168,-224)
(0,1,1,20000,224,-168)
(0,1,1,20000,84,-252)
(0,1,1,20000,252,-100)
(0,1,1,20000,270,-50)
(0,1,1,20000,-168,-224)
(0,1,1,20000,-224,-168)
(0,1,1,20000,-84,-252)
(0,1,1,20000,-252,-100)
(0,1,1,20000,-270,-50)
(0,1,1,20000,-280,0)

