0
(0,10,1,100001,-4,-1)
(0,10,1,100002,-5,3)
(0,10,1,100003,-3,4)
(0,10,1,100004,-2,5)
(0,10,1,100005,0,6)
(0,10,1,100006,1,6)
(0,10,1,100007,2,6)
(0,10,1,100008,4,6)
(0,10,1,100009,5,6)
(0,10,1,100010,6,4)
(0,10,1,100011,8,3)
(0,10,1,100012,9,1)
(0,10,1,100013,8,-1)
(0,10,1,100014,8,-3)
(0,10,1,100015,8,-4)
(0,10,1,100016,7,-5)
(0,10,1,100017,6,-7)
(0,10,1,100018,4,-8)
(0,10,1,100019,3,-8)
(0,10,1,100020,1,-8)
(0,10,1,100021,0,-6)
(0,10,1,100022,-2,-7)
(0,10,1,100023,-4,-5)
(0,10,1,100024,-5,-5)
(0,10,1,100025,-5,-2)
(0,10,1,100026,-5,-1)
