0
(1,0,60,20000,134,-104)
(1,0,60,20000,135,-91)
(1,0,60,20000,133,-77)
(1,0,60,20000,96,-78)
(1,0,60,20000,166,-81)
(1,0,60,20000,135,-62)
(1,0,60,20000,102,-46)
(1,0,60,20000,136,-48)
(1,0,60,20000,163,-48)
(1,0,90,20000,168,-25)
(1,0,90,20000,169,-11)
(1,0,90,20000,170,3)
(1,0,90,20000,169,19)
(1,0,90,20000,195,-27)
(1,0,90,20000,212,-18)
(1,0,90,20000,214,-5)
(1,0,90,20000,206,10)
(1,0,120,20000,227,39)
(1,0,120,20000,235,55)
(1,0,120,20000,275,35)
(1,0,120,20000,268,51)
(1,0,120,20000,215,85)
(1,0,120,20000,239,76)
(1,0,120,20000,276,69)
(1,0,60,20000,134,-104)
(1,0,60,20000,135,-91)
(1,0,60,20000,133,-77)
(1,0,60,20000,96,-78)
(1,0,60,20000,166,-81)
(1,0,60,20000,135,-62)
(1,0,60,20000,102,-46)
(1,0,60,20000,136,-48)
(1,0,60,20000,163,-48)
(1,0,90,20000,168,-25)
(1,0,90,20000,169,-11)
(1,0,90,20000,170,3)
(1,0,90,20000,169,19)
(1,0,90,20000,195,-27)
(1,0,90,20000,212,-18)
(1,0,90,20000,214,-5)
(1,0,90,20000,206,10)
(1,0,120,20000,227,39)
(1,0,120,20000,235,55)
(1,0,120,20000,275,35)
(1,0,120,20000,268,51)
(1,0,120,20000,215,85)
(1,0,120,20000,239,76)
(1,0,120,20000,276,69)
(1,0,60,20000,134,-104)
(1,0,60,20000,135,-91)
(1,0,60,20000,133,-77)
(1,0,60,20000,96,-78)
(1,0,60,20000,166,-81)
(1,0,60,20000,135,-62)
(1,0,60,20000,102,-46)
(1,0,60,20000,136,-48)
(1,0,60,20000,163,-48)
(1,0,90,20000,168,-25)
(1,0,90,20000,169,-11)
(1,0,90,20000,170,3)
(1,0,90,20000,169,19)
(1,0,90,20000,195,-27)
(1,0,90,20000,212,-18)
(1,0,90,20000,214,-5)
(1,0,90,20000,206,10)
(1,0,120,20000,227,39)
(1,0,120,20000,235,55)
(1,0,120,20000,275,35)
(1,0,120,20000,268,51)
(1,0,120,20000,215,85)
(1,0,120,20000,239,76)
(1,0,120,20000,276,69)
