0
(1,0,100,20000,207,-109)
(1,0,100,20000,209,-96)
(1,0,100,20000,208,-84)
(1,0,100,20000,209,-72)
(1,0,100,20000,208,-59)
(1,0,100,20000,178,-49)
(1,0,100,20000,208,-46)
(1,0,100,20000,208,-32)
(1,0,100,20000,209,-20)
(1,0,100,20000,208,-7)
(1,0,100,20000,211,5)
(1,0,100,20000,207,21)
(1,0,100,20000,207,33)
(1,0,100,20000,207,47)
(1,0,100,20000,208,62)
(1,0,100,20000,206,74)
(1,0,100,20000,205,88)
(1,0,100,20000,196,103)
(1,0,100,20000,172,92)
(1,0,100,20000,169,31)
(1,0,100,20000,182,15)
