0
(1,0,1,20000,89,-7)
(1,0,1,20000,78,4)
(1,0,1,20000,70,16)
(1,0,1,20000,58,27)
(1,0,1,20000,113,0)
(1,0,1,20000,146,0)
(1,0,1,20000,174,-3)
(1,0,1,20000,121,13)
(1,0,1,20000,121,26)
(1,0,1,20000,119,40)
(1,0,1,20000,120,53)
(1,0,1,20000,121,67)
(1,0,1,20000,121,80)
(1,0,1,20000,119,94)
(1,0,1,20000,67,60)
(1,0,1,20000,66,73)
(1,0,1,20000,66,86)
(1,0,1,20000,89,94)
(1,0,1,20000,153,93)
(1,0,1,20000,171,58)
(1,0,1,20000,171,70)
(1,0,1,20000,172,83)
(1,0,1,20000,172,96)
(1,0,1,20000,51,40)
(1,0,1,20000,86,39)
(1,0,1,20000,152,39)
(1,0,1,20000,183,37)
