0
(1,0,1,20000,92,-108)
(1,0,1,20000,92,-93)
(1,0,1,20000,95,-79)
(1,0,1,20000,94,-65)
(1,0,1,20000,83,-51)
(1,0,1,20000,114,-51)
(1,0,1,20000,95,-36)
(1,0,1,20000,94,-22)
(1,0,1,20000,96,-8)
(1,0,30,20000,152,8)
(1,0,30,20000,152,24)
(1,0,30,20000,151,40)
(1,0,30,20000,152,53)
(1,0,30,20000,150,68)
(1,0,30,20000,150,84)
(1,0,30,20000,136,97)
(1,0,30,20000,120,87)
(1,0,1,20000,62,-10)
(1,0,30,20000,127,9)
(1,0,1,20000,92,-108)
(1,0,1,20000,92,-93)
(1,0,1,20000,95,-79)
(1,0,1,20000,94,-65)
(1,0,1,20000,83,-51)
(1,0,1,20000,114,-51)
(1,0,1,20000,95,-36)
(1,0,1,20000,94,-22)
(1,0,1,20000,96,-8)
(1,0,30,20000,152,8)
(1,0,30,20000,152,24)
(1,0,30,20000,151,40)
(1,0,30,20000,152,53)
(1,0,30,20000,150,68)
(1,0,30,20000,150,84)
(1,0,30,20000,136,97)
(1,0,30,20000,120,87)
(1,0,1,20000,62,-10)
(1,0,30,20000,127,9)
(1,0,1,20000,95,-109)
(1,0,1,20000,94,-93)
(1,0,1,20000,95,-79)
(1,0,1,20000,94,-65)
(1,0,1,20000,83,-51)
(1,0,1,20000,114,-51)
(1,0,1,20000,95,-36)
(1,0,1,20000,94,-22)
(1,0,1,20000,96,-8)
(1,0,30,20000,152,8)
(1,0,30,20000,152,24)
(1,0,30,20000,151,40)
(1,0,30,20000,152,53)
(1,0,30,20000,150,68)
(1,0,30,20000,150,84)
(1,0,30,20000,136,97)
(1,0,30,20000,120,87)
(1,0,1,20000,62,-10)
(1,0,30,20000,127,9)
