(14,28,52024,0,0,0,0,0,0)
(12,38,52037,0,0,0,0,0,0)
(8,96,10007,0,0,0,0,0,0)
(12,173,10001,0,0,0,0,0,0)
(10,263,10017,0,0,0,0,0,0)
(10,308,52024,0,0,0,0,0,0)
(9,367,10012,0,0,0,0,0,0)
(16,441,52037,0,0,0,0,0,0)
(100,453,1101,302,0,0,0,0,0)
(19,453,52009,0,0,0,0,0,0)
(100,507,103,1003,0,0,0,0,0)
(14,507,50017,0,0,0,0,0,0)
(4,631,52020,0,0,0,0,0,0)
(12,659,52024,0,0,0,0,0,0)
(15,711,10013,0,0,0,0,0,0)
(10,733,10002,0,0,0,0,0,0)
(100,830,4042,102,0,0,0,0,0)
(8,830,52059,0,0,0,0,0,0)
(10,1046,10001,0,0,0,0,0,0)
(9,1052,52054,0,0,0,0,0,0)
(9,1137,10018,0,0,0,0,0,0)
(15,1145,52009,0,0,0,0,0,0)
(16,1146,10019,0,0,0,0,0,0)
(12,1167,52001,0,0,0,0,0,0)
(14,1232,50027,0,0,0,0,0,0)
(13,1302,10016,0,0,0,0,0,0)
(7,1337,50006,0,0,0,0,0,0)
(100,1378,2005,202,0,0,0,0,0)
(4,1378,51000,0,0,0,0,0,0)
(5,1503,10011,0,0,0,0,0,0)
(8,1590,52020,0,0,0,0,0,0)
(7,1617,10013,0,0,0,0,0,0)
(10,1718,52024,0,0,0,0,0,0)
(7,1769,10015,0,0,0,0,0,0)
(15,1907,10020,0,0,0,0,0,0)
(14,1916,40000,0,0,0,0,0,0)
(4,1925,20000,0,0,0,0,0,0)
(13,1990,10006,0,0,0,0,0,0)
(5,2024,10017,0,0,0,0,0,0)
(19,2073,51000,0,0,0,0,0,0)
(12,2107,52059,0,0,0,0,0,0)
(8,2156,50006,0,0,0,0,0,0)
(8,2191,10006,0,0,0,0,0,0)
(16,2459,52034,0,0,0,0,0,0)
(100,2515,4042,102,0,0,0,0,0)
(12,2515,10011,0,0,0,0,0,0)
(5,2577,50001,0,0,0,0,0,0)
(11,2619,52060,0,0,0,0,0,0)
(5,2669,10018,0,0,0,0,0,0)
(12,2677,52056,0,0,0,0,0,0)
(10,2779,10014,0,0,0,0,0,0)
(12,2794,10001,0,0,0,0,0,0)
(7,2823,10007,0,0,0,0,0,0)
(10,2926,50006,0,0,0,0,0,0)
(100,3137,1062,1402,0,0,0,0,0)
(8,3137,10016,0,0,0,0,0,0)
(14,3231,52054,0,0,0,0,0,0)
(100,3275,4053,1301,0,0,0,0,0)
(9,3275,10014,0,0,0,0,0,0)
(19,3402,50028,0,0,0,0,0,0)
(14,3415,10006,0,0,0,0,0,0)
(7,3432,10012,0,0,0,0,0,0)
(9,3434,10011,0,0,0,0,0,0)
(16,3439,10007,0,0,0,0,0,0)
(4,3451,51000,0,0,0,0,0,0)
(11,3456,10017,0,0,0,0,0,0)
(10,3471,10002,0,0,0,0,0,0)
(16,3498,10004,0,0,0,0,0,0)
(7,3519,20000,0,0,0,0,0,0)
(9,3577,50027,0,0,0,0,0,0)
(12,3673,10003,0,0,0,0,0,0)
(13,3696,50022,0,0,0,0,0,0)
(100,3945,1101,302,0,0,0,0,0)
(9,3945,50006,0,0,0,0,0,0)
(100,4029,1062,1402,0,0,0,0,0)
(15,4029,10006,0,0,0,0,0,0)
(8,4120,10007,0,0,0,0,0,0)
(5,4202,52020,0,0,0,0,0,0)
(7,4226,52001,0,0,0,0,0,0)
(4,4241,10006,0,0,0,0,0,0)
(5,4311,10016,0,0,0,0,0,0)
(8,4390,52060,0,0,0,0,0,0)
(15,4417,10012,0,0,0,0,0,0)
(10,4418,10001,0,0,0,0,0,0)
(12,4655,10002,0,0,0,0,0,0)
(13,4656,10014,0,0,0,0,0,0)
(14,4680,52009,0,0,0,0,0,0)
(14,4692,51000,0,0,0,0,0,0)
(7,4698,10001,0,0,0,0,0,0)
(16,4715,10011,0,0,0,0,0,0)
(12,4803,52059,0,0,0,0,0,0)
(11,4834,50027,0,0,0,0,0,0)
(13,4853,10006,0,0,0,0,0,0)
(100,4870,2005,202,0,0,0,0,0)
(19,4870,10019,0,0,0,0,0,0)
(100,5012,1062,1402,0,0,0,0,0)
(14,5012,52037,0,0,0,0,0,0)
(100,5187,1101,302,0,0,0,0,0)
(9,5187,50027,0,0,0,0,0,0)
(10,5270,10006,0,0,0,0,0,0)
(4,5328,52034,0,0,0,0,0,0)
(9,5361,10015,0,0,0,0,0,0)
(13,5425,10011,0,0,0,0,0,0)
(15,5475,51001,0,0,0,0,0,0)
(8,5482,50006,0,0,0,0,0,0)
(10,5577,10013,0,0,0,0,0,0)
(8,5640,52020,0,0,0,0,0,0)
(7,5671,52056,0,0,0,0,0,0)
(12,5675,10011,0,0,0,0,0,0)
(100,5762,1008,1402,0,0,0,0,0)
(10,5762,10002,0,0,0,0,0,0)
(16,5933,52034,0,0,0,0,0,0)
(100,5995,3051,102,0,0,0,0,0)
(12,5995,10013,0,0,0,0,0,0)
(7,6067,20000,0,0,0,0,0,0)
(14,6094,52037,0,0,0,0,0,0)
(100,6112,4042,102,0,0,0,0,0)
(8,6112,10014,0,0,0,0,0,0)
(19,6252,50022,0,0,0,0,0,0)
(4,6261,52020,0,0,0,0,0,0)
(5,6284,10020,0,0,0,0,0,0)
(7,6289,10002,0,0,0,0,0,0)
(5,6381,10011,0,0,0,0,0,0)
(7,6477,10017,0,0,0,0,0,0)
(4,6511,10010,0,0,0,0,0,0)
(14,6532,10016,0,0,0,0,0,0)
(11,6571,10002,0,0,0,0,0,0)
(12,6631,10014,0,0,0,0,0,0)
(15,6862,10007,0,0,0,0,0,0)
(100,6872,4042,102,0,0,0,0,0)
(10,6872,10002,0,0,0,0,0,0)
(7,6895,52056,0,0,0,0,0,0)
(4,6944,51000,0,0,0,0,0,0)
(11,6965,52054,0,0,0,0,0,0)
(100,6975,1101,302,0,0,0,0,0)
(16,6975,52060,0,0,0,0,0,0)
(9,7059,10020,0,0,0,0,0,0)
(5,7112,10012,0,0,0,0,0,0)
(8,7337,50027,0,0,0,0,0,0)
(11,7341,10001,0,0,0,0,0,0)
