(12,16,20000,0,0,0,0,0,0)
(8,238,52020,0,0,0,0,0,0)
(12,327,52034,0,0,0,0,0,0)
(100,355,1102,2002,0,0,0,0,0)
(14,355,10016,0,0,0,0,0,0)
(14,412,10008,0,0,0,0,0,0)
(8,417,50027,0,0,0,0,0,0)
(100,422,4002,4001,0,0,0,0,0)
(15,422,10009,0,0,0,0,0,0)
(11,444,10007,0,0,0,0,0,0)
(13,493,40000,0,0,0,0,0,0)
(13,587,10004,0,0,0,0,0,0)
(9,602,10016,0,0,0,0,0,0)
(4,655,51000,0,0,0,0,0,0)
(10,743,52024,0,0,0,0,0,0)
(7,752,50006,0,0,0,0,0,0)
(4,808,50001,0,0,0,0,0,0)
(12,839,20000,0,0,0,0,0,0)
(16,869,10008,0,0,0,0,0,0)
(7,914,10015,0,0,0,0,0,0)
(5,967,10014,0,0,0,0,0,0)
(100,1132,1008,1402,0,0,0,0,0)
(15,1132,52001,0,0,0,0,0,0)
(100,1255,1062,1402,0,0,0,0,0)
(10,1255,52060,0,0,0,0,0,0)
(9,1283,10016,0,0,0,0,0,0)
(100,1457,1101,302,0,0,0,0,0)
(7,1457,10019,0,0,0,0,0,0)
(5,1602,10015,0,0,0,0,0,0)
(7,1639,10020,0,0,0,0,0,0)
(9,1685,52020,0,0,0,0,0,0)
(11,1687,10019,0,0,0,0,0,0)
(8,1737,10016,0,0,0,0,0,0)
(19,1744,50028,0,0,0,0,0,0)
(7,1814,52024,0,0,0,0,0,0)
(12,1881,10018,0,0,0,0,0,0)
(9,1896,52056,0,0,0,0,0,0)
(10,1979,52020,0,0,0,0,0,0)
(13,1989,52037,0,0,0,0,0,0)
(12,2155,51000,0,0,0,0,0,0)
(12,2183,10009,0,0,0,0,0,0)
(11,2187,52056,0,0,0,0,0,0)
(8,2227,52060,0,0,0,0,0,0)
(100,2238,2005,202,0,0,0,0,0)
(15,2238,20000,0,0,0,0,0,0)
(10,2338,50006,0,0,0,0,0,0)
(100,2345,4042,102,0,0,0,0,0)
(5,2345,10002,0,0,0,0,0,0)
(100,2409,4002,4001,0,0,0,0,0)
(5,2409,52034,0,0,0,0,0,0)
(7,2457,52001,0,0,0,0,0,0)
(9,2502,10012,0,0,0,0,0,0)
(8,2580,10002,0,0,0,0,0,0)
(8,2637,52056,0,0,0,0,0,0)
(9,2651,50027,0,0,0,0,0,0)
(9,2673,50001,0,0,0,0,0,0)
(7,2796,52054,0,0,0,0,0,0)
(12,3040,52054,0,0,0,0,0,0)
(10,3105,10011,0,0,0,0,0,0)
(10,3115,50001,0,0,0,0,0,0)
(12,3127,52042,0,0,0,0,0,0)
(100,3130,3003,3402,0,0,0,0,0)
(16,3130,52056,0,0,0,0,0,0)
(5,3266,52059,0,0,0,0,0,0)
(4,3272,51000,0,0,0,0,0,0)
(7,3314,10019,0,0,0,0,0,0)
(11,3347,10007,0,0,0,0,0,0)
(13,3350,10008,0,0,0,0,0,0)
(8,3365,10015,0,0,0,0,0,0)
(19,3396,52042,0,0,0,0,0,0)
(100,3444,1005,109,0,0,0,0,0)
(12,3444,50022,0,0,0,0,0,0)
(7,3537,51000,0,0,0,0,0,0)
(8,3552,52056,0,0,0,0,0,0)
(12,3734,52060,0,0,0,0,0,0)
(14,3897,10012,0,0,0,0,0,0)
(13,3938,52056,0,0,0,0,0,0)
(5,3978,50001,0,0,0,0,0,0)
(7,3994,52001,0,0,0,0,0,0)
(9,4030,10014,0,0,0,0,0,0)
(100,4038,1101,302,0,0,0,0,0)
(14,4038,10019,0,0,0,0,0,0)
(100,4068,1091,4001,0,0,0,0,0)
(15,4068,52060,0,0,0,0,0,0)
(16,4166,52024,0,0,0,0,0,0)
(8,4265,50027,0,0,0,0,0,0)
(8,4383,10016,0,0,0,0,0,0)
(14,4452,52034,0,0,0,0,0,0)
(10,4513,20000,0,0,0,0,0,0)
(19,4588,51000,0,0,0,0,0,0)
(100,4600,4042,102,0,0,0,0,0)
(12,4600,10004,0,0,0,0,0,0)
(12,4634,52024,0,0,0,0,0,0)
(4,4667,10001,0,0,0,0,0,0)
(10,4702,10006,0,0,0,0,0,0)
(5,4778,52001,0,0,0,0,0,0)
(7,4808,52060,0,0,0,0,0,0)
(10,4851,52034,0,0,0,0,0,0)
(11,4857,20000,0,0,0,0,0,0)
(100,4963,1101,302,0,0,0,0,0)
(7,4963,10019,0,0,0,0,0,0)
(10,5025,50006,0,0,0,0,0,0)
