(7,1,10019,0,0,0,0,0,0)
(7,58,10020,0,0,0,0,0,0)
(4,173,10017,0,0,0,0,0,0)
(12,244,50027,0,0,0,0,0,0)
(7,255,52001,0,0,0,0,0,0)
(100,326,1062,1402,0,0,0,0,0)
(13,326,50017,0,0,0,0,0,0)
(7,446,10014,0,0,0,0,0,0)
(19,642,10008,0,0,0,0,0,0)
(11,668,10004,0,0,0,0,0,0)
(9,757,10012,0,0,0,0,0,0)
(11,771,10020,0,0,0,0,0,0)
(100,776,1101,302,0,0,0,0,0)
(11,776,10019,0,0,0,0,0,0)
(15,828,52034,0,0,0,0,0,0)
(14,838,50028,0,0,0,0,0,0)
(5,871,10001,0,0,0,0,0,0)
(14,943,10007,0,0,0,0,0,0)
(8,964,10017,0,0,0,0,0,0)
(16,1085,50028,0,0,0,0,0,0)
(4,1086,10002,0,0,0,0,0,0)
(4,1112,20000,0,0,0,0,0,0)
(12,1118,50017,0,0,0,0,0,0)
(100,1158,2005,202,0,0,0,0,0)
(5,1158,52020,0,0,0,0,0,0)
(100,1309,3051,102,0,0,0,0,0)
(7,1309,10012,0,0,0,0,0,0)
(10,1527,50001,0,0,0,0,0,0)
(8,1541,10006,0,0,0,0,0,0)
(7,1546,10007,0,0,0,0,0,0)
(100,1701,4042,102,0,0,0,0,0)
(7,1701,10010,0,0,0,0,0,0)
(10,1750,51000,0,0,0,0,0,0)
(9,1756,52034,0,0,0,0,0,0)
(11,1759,52001,0,0,0,0,0,0)
(15,1784,10003,0,0,0,0,0,0)
(13,1825,10006,0,0,0,0,0,0)
(10,1827,52054,0,0,0,0,0,0)
(100,2050,103,1003,0,0,0,0,0)
(9,2050,50001,0,0,0,0,0,0)
(100,2079,2005,202,0,0,0,0,0)
(4,2079,20000,0,0,0,0,0,0)
(4,2134,51000,0,0,0,0,0,0)
(8,2184,52020,0,0,0,0,0,0)
(10,2302,50001,0,0,0,0,0,0)
(7,2381,52054,0,0,0,0,0,0)
(13,2406,10013,0,0,0,0,0,0)
(19,2422,10007,0,0,0,0,0,0)
(100,2461,4042,102,0,0,0,0,0)
(7,2461,50006,0,0,0,0,0,0)
(8,2712,10002,0,0,0,0,0,0)
(14,2780,10005,0,0,0,0,0,0)
