5,7,8,9,10,11,12,13,14,15,16,17,19,20
(1448,294,270,-2)
(1446,294,270,-2)
(1444,294,270,-2)
(1442,294,270,-2)
(1440,294,270,-2)
(1438,294,270,-2)
(1436,294,270,-2)
(1434,294,270,-2)
(1432,294,270,-2)
(1430,294,270,-2)
(1428,294,270,-2)
(1426,294,270,-2)
(1424,294,270,-2)
(1422,294,270,-2)
(1420,294,270,-2)
(1418,294,270,-2)
(1416,294,270,-2)
(1414,294,270,-2)
(1412,294,270,-2)
(1410,294,270,-2)
(1408,294,270,-2)
(1406,294,270,-2)
(1404,294,270,-2)
(1402,294,270,-2)
(1400,294,270,-2)
(1398,294,270,-2)
(1396,294,270,-2)
(1394,294,270,-2)
(1392,294,270,-2)
(1390,294,270,-2)
(1388,294,270,-2)
(1386,294,270,-2)
(1384,294,270,-2)
(1382,294,270,-2)
(1380,294,270,-2)
(1378,294,270,-2)
(1376,294,270,-2)
(1374,294,270,-2)
(1372,294,270,-2)
(1370,294,270,-2)
(1368,294,270,-2)
(1366,294,270,-2)
(1364,294,270,-2)
(1362,294,270,-2)
(1360,294,270,-2)
(1358,294,270,-2)
(1356,294,270,-2)
(1354,294,270,-2)
(1352,294,270,-2)
(1350,294,270,-2)
(1348,294,270,-2)
(1346,294,270,-2)
(1344,294,270,-2)
(1342,294,270,-2)
(1340,294,270,-2)
(1338,294,270,-2)
(1336,294,270,-2)
(1334,294,270,-2)
(1332,294,270,-2)
(1330,294,270,-2)
(1328,294,270,-2)
(1326,294,270,-2)
(1324,294,270,-2)
(1322,294,270,-2)
(1320,294,270,-2)
(1318,294,270,-2)
(1316,294,270,-2)
(1314,294,270,-2)
(1312,294,270,-2)
(1310,294,270,-2)
(1308,294,270,-2)
(1306,294,270,-2)
(1304,294,270,-2)
(1302,294,270,-2)
(1300,294,270,-2)
(1298,294,270,-2)
(1296,294,270,-2)
(1294,294,270,-2)
(1292,294,270,-2)
(1290,294,270,-2)
(1288,294,270,-2)
(1286,294,270,-2)
(1284,294,270,-2)
(1282,294,270,-2)
(1280,294,270,-2)
(1278,294,270,-2)
(1276,294,270,-2)
(1274,294,270,-2)
(1272,294,270,-2)
(1270,294,270,-2)
(1268,294,270,-2)
(1266,294,270,-2)
(1264,294,270,-2)
(1262,294,270,-2)
(1260,294,270,-2)
(1258,294,270,-2)
(1256,294,270,-2)
(1254,294,270,-2)
(1252,294,270,-2)
(1250,294,270,-2)
(1248,294,270,-2)
(1246,294,270,-2)
(1244,294,270,-2)
(1242,294,270,-2)
(1240,295,277,-2)
(1238,295,277,-2)
(1236,295,277,-2)
(1234,295,277,-2)
(1232,296,277,-2)
(1230,296,277,-2)
(1228,296,277,-2)
(1226,296,277,-2)
(1224,297,277,-2)
(1222,297,277,-2)
(1220,297,277,-2)
(1218,297,277,-2)
(1216,297,277,-2)
(1214,298,277,-2)
(1212,298,277,-2)
(1210,298,277,-2)
(1208,298,277,-2)
(1206,299,277,-2)
(1204,299,277,-2)
(1202,299,277,-2)
(1200,299,277,-2)
(1198,300,277,-2)
(1196,300,277,-2)
(1194,300,277,-2)
(1192,300,277,-2)
(1190,300,277,-2)
(1188,301,277,-2)
(1186,301,277,-2)
(1184,301,277,-2)
(1182,301,277,-2)
(1180,302,277,-2)
(1178,302,277,-2)
(1176,302,277,-2)
(1174,302,277,-2)
(1172,302,277,-2)
(1170,303,277,-2)
(1168,303,277,-2)
(1167,303,277,-2)
(1165,303,277,-2)
(1163,304,277,-2)
(1161,304,277,-2)
(1159,304,277,-2)
(1157,304,277,-2)
(1155,305,277,-2)
(1153,305,277,-2)
(1151,305,277,-2)
(1149,305,277,-2)
(1147,305,277,-2)
(1145,306,277,-2)
(1143,306,277,-2)
(1141,306,277,-2)
(1139,306,277,-2)
(1137,307,277,-2)
(1135,307,277,-2)
(1133,307,277,-2)
(1131,307,277,-2)
(1129,308,277,-2)
(1127,308,277,-2)
(1125,308,277,-2)
(1123,308,277,-2)
(1121,308,277,-2)
(1119,309,277,-2)
(1117,309,277,-2)
(1115,309,277,-2)
(1113,309,277,-2)
(1111,310,277,-2)
(1109,310,277,-2)
(1107,310,277,-2)
(1105,310,277,-2)
(1103,310,277,-2)
(1101,311,277,-2)
(1099,311,277,-2)
(1097,311,277,-2)
(1095,311,277,-2)
(1093,312,277,-2)
(1091,312,277,-2)
(1089,312,277,-2)
(1087,312,277,-2)
(1085,313,277,-2)
(1083,313,277,-2)
(1081,313,277,-2)
(1079,313,277,-2)
(1077,313,277,-2)
(1075,314,277,-2)
(1073,314,277,-2)
(1071,314,277,-2)
(1069,314,277,-2)
(1067,315,277,-2)
(1065,315,277,-2)
(1063,315,277,-2)
(1061,315,277,-2)
(1059,316,277,-2)
(1057,316,277,-2)
(1055,316,277,-2)
(1053,316,277,-2)
(1051,316,277,-2)
(1049,317,277,-2)
(1047,317,277,-2)
(1045,317,277,-2)
(1043,317,277,-2)
(1041,318,277,-2)
(1039,318,277,-2)
(1037,318,277,-2)
(1035,318,277,-2)
(1033,318,277,-2)
(1031,319,277,-2)
(1029,319,277,-2)
(1027,319,277,-2)
(1025,319,277,-2)
(1023,320,277,-2)
(1021,320,277,-2)
(1019,320,277,-2)
(1017,320,277,-2)
(1015,321,277,-2)
(1013,321,277,-2)
(1012,321,277,-2)
(1010,321,277,-2)
(1008,321,277,-2)
(1006,322,277,-2)
(1004,322,277,-2)
(1002,322,277,-2)
(1000,322,277,-2)
(998,323,277,-2)
(996,323,277,-2)
(994,323,277,-2)
(992,323,277,-2)
(990,324,277,-2)
(988,324,277,-2)
(986,324,277,-2)
(984,324,277,-2)
(982,324,277,-2)
(980,325,277,-2)
(978,325,277,-2)
(976,325,277,-2)
(974,325,277,-2)
(972,326,277,-2)
(970,326,277,-2)
(968,326,277,-2)
(966,326,277,-2)
(964,326,277,-2)
(962,327,277,-2)
(960,327,277,-2)
(958,327,277,-2)
(956,327,277,-2)
(954,328,277,-2)
(952,328,277,-2)
(950,328,277,-2)
(948,328,277,-2)
(946,329,277,-2)
(944,329,277,-2)
(942,329,277,-2)
(940,329,277,-2)
(938,329,277,-2)
(936,330,277,-2)
(934,330,277,-2)
(932,330,277,-2)
(930,330,277,-2)
(928,331,277,-2)
(926,331,277,-2)
(924,331,277,-2)
(922,331,277,-2)
(920,331,277,-2)
(918,332,277,-2)
(916,332,277,-2)
(914,332,277,-2)
(912,332,277,-2)
(910,333,277,-2)
(908,333,277,-2)
(906,333,277,-2)
(904,333,277,-2)
(902,334,277,-2)
(900,334,277,-2)
(898,334,277,-2)
(896,334,277,-2)
(894,334,277,-2)
(892,335,277,-2)
(890,335,277,-2)
(888,335,277,-2)
(886,335,277,-2)
(884,336,277,-2)
(882,336,277,-2)
(880,336,277,-2)
(878,336,277,-2)
(876,337,277,-2)
(874,337,277,-2)
(872,337,277,-2)
(870,337,277,-2)
(868,337,277,-2)
(866,338,277,-2)
(864,338,277,-2)
(862,338,277,-2)
(860,338,277,-2)
(858,339,277,-2)
(857,339,277,-2)
(855,339,277,-2)
(853,339,277,-2)
(851,339,277,-2)
(849,340,277,-2)
(847,340,277,-2)
(845,340,277,-2)
(843,340,277,-2)
(841,341,277,-2)
(839,341,277,-2)
(837,341,277,-2)
(835,341,277,-2)
(833,342,277,-2)
(831,342,277,-2)
(829,342,277,-2)
(827,342,277,-2)
(825,342,277,-2)
(823,343,277,-2)
(821,343,277,-2)
(819,343,277,-2)
(817,343,277,-2)
(815,344,277,-2)
(813,344,277,-2)
(811,344,277,-2)
(809,344,277,-2)
(807,344,277,-2)
(805,345,277,-2)
(803,345,277,-2)
(801,345,277,-2)
(799,345,277,-2)
(797,346,277,-2)
(795,346,277,-2)
(793,346,277,-2)
(791,346,277,-2)
(789,347,277,-2)
(787,347,277,-2)
(785,347,277,-2)
(783,347,277,-2)
(781,347,277,-2)
(779,348,277,-2)
(777,348,277,-2)
(775,348,277,-2)
(773,348,277,-2)
(771,349,277,-2)
(769,349,277,-2)
(767,349,277,-2)
(765,349,277,-2)
(763,350,277,-2)
(761,350,277,-2)
(759,350,277,-2)
(757,350,277,-2)
(755,350,277,-2)
(753,351,277,-2)
(751,351,277,-2)
(749,351,277,-2)
(747,351,277,-2)
(745,352,277,-2)
(743,352,277,-2)
(741,352,277,-2)
(739,352,277,-2)
(737,352,277,-2)
(735,353,277,-2)
(733,353,277,-2)
(731,353,277,-2)
(729,353,277,-2)
(727,354,277,-2)
(725,354,277,-2)
(723,354,277,-2)
(721,354,277,-2)
(719,355,277,-2)
(717,355,277,-2)
(715,355,277,-2)
(713,355,277,-2)
(711,355,277,-2)
(709,356,277,-2)
(707,356,277,-2)
(705,356,277,-2)
(703,356,277,-2)
(702,357,277,-2)
(700,357,277,-2)
(698,357,277,-2)
(696,357,277,-2)
(694,357,277,-2)
(692,358,277,-2)
(690,358,277,-2)
(688,358,277,-2)
(686,358,277,-2)
(684,359,277,-2)
(682,359,277,-2)
(680,359,277,-2)
(678,359,277,-2)
